stage	event	scene	document	buffer	a	b	c
Native GPU Terminal Observed Latency	161	0	0	0	12988042	0	0
Native Presentation Callback Lag	161	0	0	0	240500	0	0
Native Presented Handler Latency	161	0	0	0	54809792	0	0
Native Submission Latency	161	0	0	0	1335000	0	0
Native Target Presentation Latency	161	0	0	0	46235667	0	0
Native Terminal Record Latency	161	0	0	0	21330500	0	0
State Mutation Complete	161	0	11	11	1	1	14
Text Summary	161	15	11	11	3	1	1
Visible Layout Begin	161	15	11	11	0	0	0
Visible Layout Complete	161	15	11	11	5	0	0
Event Dispatch Begin	162	0	11	11	8	14	0
State Mutation Complete	162	0	11	11	0	0	14
Event Dispatch Begin	163	0	11	11	1	14	0
State Mutation Complete	163	0	11	11	0	0	14
Event Dispatch Begin	164	0	11	11	8	14	0
State Mutation Complete	164	0	11	11	0	0	14
Event Dispatch Begin	165	0	11	11	1	14	0
State Mutation Complete	165	0	11	11	0	0	14
Event Dispatch Begin	166	0	11	11	8	14	0
State Mutation Complete	166	0	11	11	0	0	14
Event Dispatch Begin	167	0	11	11	1	14	0
State Mutation Complete	167	0	11	11	0	0	14
Event Dispatch Begin	168	0	11	11	8	14	0
State Mutation Complete	168	0	11	11	0	0	14
Event Dispatch Begin	169	0	11	11	1	14	0
State Mutation Complete	169	0	11	11	0	0	14
Event Dispatch Begin	170	0	11	11	8	14	0
State Mutation Complete	170	0	11	11	0	0	14
Atlas Publication Begin	171	16	12	12	88	0	0
Atlas Publication Complete	171	16	12	12	2	1024	1
Event Dispatch Begin	171	0	11	11	5	14	0
Frame Build Begin	171	16	12	12	1148190720	1141309440	0
Frame Build Complete	171	16	12	12	94	88	0
Glyph Atlas Summary	171	16	12	12	97	1	75008
Layout Cache Summary	171	16	12	12	4	1	3456
Native Actual Presentation Latency	171	0	0	0	41496917	0	0
Native Display Link Target Latency	171	0	0	0	8163792	0	0
Native Event Handler Latency	171	0	0	0	203500	0	0
Native Frame Queue Latency	171	0	0	0	101334	0	0
Native GPU Terminal Observed Latency	171	0	0	0	8241750	0	0
Native Presentation Callback Lag	171	0	0	0	253083	0	0
Native Presented Handler Latency	171	0	0	0	41750209	0	0
Native Submission Latency	171	0	0	0	111708	0	0
Native Target Presentation Latency	171	0	0	0	41497042	0	0
Native Terminal Record Latency	171	0	0	0	16637125	0	0
State Mutation Complete	171	0	12	12	1	1	15
Text Summary	171	16	12	12	3	1	1
Visible Layout Begin	171	16	12	12	0	0	0
Visible Layout Complete	171	16	12	12	5	0	0
Event Dispatch Begin	172	0	12	12	8	15	0
State Mutation Complete	172	0	12	12	0	0	15
Event Dispatch Begin	173	0	12	12	1	15	0
State Mutation Complete	173	0	12	12	0	0	15
Event Dispatch Begin	174	0	12	12	8	15	0
State Mutation Complete	174	0	12	12	0	0	15
Event Dispatch Begin	175	0	12	12	1	15	0
State Mutation Complete	175	0	12	12	0	0	15
Event Dispatch Begin	176	0	12	12	8	15	0
State Mutation Complete	176	0	12	12	0	0	15
Event Dispatch Begin	177	0	12	12	1	15	0
State Mutation Complete	177	0	12	12	0	0	15
Event Dispatch Begin	178	0	12	12	8	15	0
State Mutation Complete	178	0	12	12	0	0	15
Event Dispatch Begin	179	0	12	12	1	15	0
State Mutation Complete	179	0	12	12	0	0	15
Event Dispatch Begin	180	0	12	12	8	15	0
State Mutation Complete	180	0	12	12	0	0	15
Atlas Publication Begin	181	17	13	13	89	0	0
Atlas Publication Complete	181	17	13	13	0	0	0
Event Dispatch Begin	181	0	12	12	5	15	0
Frame Build Begin	181	17	13	13	1148190720	1141309440	0
Frame Build Complete	181	17	13	13	95	89	0
Glyph Atlas Summary	181	17	13	13	99	0	75008
Layout Cache Summary	181	17	13	13	4	1	3520
Native Actual Presentation Latency	181	0	0	0	47720292	0	0
Native Display Link Target Latency	181	0	0	0	10220625	0	0
Native Event Handler Latency	181	0	0	0	99375	0	0
Native Frame Queue Latency	181	0	0	0	1833417	0	0
Native GPU Terminal Observed Latency	181	0	0	0	10290208	0	0
Native Presentation Callback Lag	181	0	0	0	2909792	0	0
Native Presented Handler Latency	181	0	0	0	50630666	0	0
Native Submission Latency	181	0	0	0	93542	0	0
Native Target Presentation Latency	181	0	0	0	43553875	0	0
Native Terminal Record Latency	181	0	0	0	18633833	0	0
State Mutation Complete	181	0	13	13	1	1	16
Text Summary	181	17	13	13	3	0	1
Visible Layout Begin	181	17	13	13	0	0	0
Visible Layout Complete	181	17	13	13	5	0	0
Event Dispatch Begin	182	0	13	13	8	16	0
State Mutation Complete	182	0	13	13	0	0	16
Event Dispatch Begin	183	0	13	13	1	16	0
State Mutation Complete	183	0	13	13	0	0	16
Event Dispatch Begin	184	0	13	13	8	16	0
State Mutation Complete	184	0	13	13	0	0	16
Event Dispatch Begin	185	0	13	13	1	16	0
State Mutation Complete	185	0	13	13	0	0	16
Event Dispatch Begin	186	0	13	13	8	16	0
State Mutation Complete	186	0	13	13	0	0	16
Event Dispatch Begin	187	0	13	13	1	16	0
State Mutation Complete	187	0	13	13	0	0	16
Event Dispatch Begin	188	0	13	13	8	16	0
State Mutation Complete	188	0	13	13	0	0	16
Event Dispatch Begin	189	0	13	13	1	16	0
State Mutation Complete	189	0	13	13	0	0	16
Event Dispatch Begin	190	0	13	13	8	16	0
State Mutation Complete	190	0	13	13	0	0	16
Atlas Publication Begin	191	18	14	14	90	0	0
Atlas Publication Complete	191	18	14	14	0	0	0
Event Dispatch Begin	191	0	13	13	5	16	0
Frame Build Begin	191	18	14	14	1148190720	1141309440	0
Frame Build Complete	191	18	14	14	96	90	0
Glyph Atlas Summary	191	18	14	14	100	0	75008
Layout Cache Summary	191	18	14	14	4	1	3584
Native Actual Presentation Latency	191	0	0	0	43261333	0	0
Native Display Link Target Latency	191	0	0	0	9928083	0	0
Native Event Handler Latency	191	0	0	0	125542	0	0
Native Frame Queue Latency	191	0	0	0	1558833	0	0
Native GPU Terminal Observed Latency	191	0	0	0	10073625	0	0
Native Presentation Callback Lag	191	0	0	0	2279042	0	0
Native Presented Handler Latency	191	0	0	0	45541209	0	0
Native Submission Latency	191	0	0	0	93417	0	0
Native Target Presentation Latency	191	0	0	0	43261333	0	0
Native Terminal Record Latency	191	0	0	0	18374167	0	0
State Mutation Complete	191	0	14	14	1	1	17
Text Summary	191	18	14	14	3	0	1
Visible Layout Begin	191	18	14	14	0	0	0
Visible Layout Complete	191	18	14	14	5	0	0
Event Dispatch Begin	192	0	14	14	8	17	0
State Mutation Complete	192	0	14	14	0	0	17
Event Dispatch Begin	193	0	14	14	1	17	0
State Mutation Complete	193	0	14	14	0	0	17
Event Dispatch Begin	194	0	14	14	8	17	0
State Mutation Complete	194	0	14	14	0	0	17
Event Dispatch Begin	195	0	14	14	1	17	0
State Mutation Complete	195	0	14	14	0	0	17
Event Dispatch Begin	196	0	14	14	8	17	0
State Mutation Complete	196	0	14	14	0	0	17
Event Dispatch Begin	197	0	14	14	1	17	0
State Mutation Complete	197	0	14	14	0	0	17
Event Dispatch Begin	198	0	14	14	8	17	0
State Mutation Complete	198	0	14	14	0	0	17
Event Dispatch Begin	199	0	14	14	1	17	0
State Mutation Complete	199	0	14	14	0	0	17
Event Dispatch Begin	200	0	14	14	8	17	0
State Mutation Complete	200	0	14	14	0	0	17
Atlas Publication Begin	201	19	15	15	91	0	0
Atlas Publication Complete	201	19	15	15	0	0	0
Event Dispatch Begin	201	0	14	14	5	17	0
Frame Build Begin	201	19	15	15	1148190720	1141309440	0
Frame Build Complete	201	19	15	15	97	91	0
Glyph Atlas Summary	201	19	15	15	101	0	75008
Layout Cache Summary	201	19	15	15	4	1	3648
Native Actual Presentation Latency	201	0	0	0	51873583	0	0
Native Display Link Target Latency	201	0	0	0	14373667	0	0
Native Event Handler Latency	201	0	0	0	145541	0	0
Native Frame Queue Latency	201	0	0	0	5977417	0	0
Native GPU Terminal Observed Latency	201	0	0	0	14505916	0	0
Native Presentation Callback Lag	201	0	0	0	208750	0	0
Native Presented Handler Latency	201	0	0	0	52082500	0	0
Native Submission Latency	201	0	0	0	164916	0	0
Native Target Presentation Latency	201	0	0	0	47706917	0	0
Native Terminal Record Latency	201	0	0	0	22832083	0	0
State Mutation Complete	201	0	15	15	1	1	18
Text Summary	201	19	15	15	3	0	1
Visible Layout Begin	201	19	15	15	0	0	0
Visible Layout Complete	201	19	15	15	5	0	0
Event Dispatch Begin	202	0	15	15	8	18	0
State Mutation Complete	202	0	15	15	0	0	18
Event Dispatch Begin	203	0	15	15	1	18	0
State Mutation Complete	203	0	15	15	0	0	18
Event Dispatch Begin	204	0	15	15	8	18	0
State Mutation Complete	204	0	15	15	0	0	18
Event Dispatch Begin	205	0	15	15	1	18	0
State Mutation Complete	205	0	15	15	0	0	18
Event Dispatch Begin	206	0	15	15	8	18	0
State Mutation Complete	206	0	15	15	0	0	18
Event Dispatch Begin	207	0	15	15	1	18	0
State Mutation Complete	207	0	15	15	0	0	18
Event Dispatch Begin	208	0	15	15	8	18	0
State Mutation Complete	208	0	15	15	0	0	18
Event Dispatch Begin	209	0	15	15	1	18	0
State Mutation Complete	209	0	15	15	0	0	18
Event Dispatch Begin	210	0	15	15	8	18	0
State Mutation Complete	210	0	15	15	0	0	18
Atlas Publication Begin	211	20	16	16	92	0	0
Atlas Publication Complete	211	20	16	16	0	0	0
Event Dispatch Begin	211	0	15	15	5	18	0
Frame Build Begin	211	20	16	16	1148190720	1141309440	0
Frame Build Complete	211	20	16	16	98	92	0
Glyph Atlas Summary	211	20	16	16	102	0	75008
Layout Cache Summary	211	20	16	16	4	1	3712
Native Actual Presentation Latency	211	0	0	0	47812708	0	0
Native Display Link Target Latency	211	0	0	0	14479417	0	0
Native Event Handler Latency	211	0	0	0	210959	0	0
Native Frame Queue Latency	211	0	0	0	6042125	0	0
Native GPU Terminal Observed Latency	211	0	0	0	14591000	0	0
Native Presentation Callback Lag	211	0	0	0	262542	0	0
Native Presented Handler Latency	211	0	0	0	48075459	0	0
Native Submission Latency	211	0	0	0	66000	0	0
Native Target Presentation Latency	211	0	0	0	47812667	0	0
Native Terminal Record Latency	211	0	0	0	22936167	0	0
State Mutation Complete	211	0	16	16	1	1	19
Text Summary	211	20	16	16	3	0	1
Visible Layout Begin	211	20	16	16	0	0	0
Visible Layout Complete	211	20	16	16	5	0	0
Event Dispatch Begin	212	0	16	16	8	19	0
State Mutation Complete	212	0	16	16	0	0	19
Event Dispatch Begin	213	0	16	16	1	19	0
State Mutation Complete	213	0	16	16	0	0	19
Event Dispatch Begin	214	0	16	16	8	19	0
State Mutation Complete	214	0	16	16	0	0	19
Event Dispatch Begin	215	0	16	16	1	19	0
State Mutation Complete	215	0	16	16	0	0	19
Event Dispatch Begin	216	0	16	16	8	19	0
State Mutation Complete	216	0	16	16	0	0	19
Event Dispatch Begin	217	0	16	16	1	19	0
State Mutation Complete	217	0	16	16	0	0	19
Event Dispatch Begin	218	0	16	16	8	19	0
State Mutation Complete	218	0	16	16	0	0	19
Event Dispatch Begin	219	0	16	16	1	19	0
State Mutation Complete	219	0	16	16	0	0	19
Event Dispatch Begin	220	0	16	16	8	19	0
State Mutation Complete	220	0	16	16	0	0	19
Atlas Publication Begin	221	21	17	17	93	0	0
Atlas Publication Complete	221	21	17	17	0	0	0
Event Dispatch Begin	221	0	16	16	5	19	0
Frame Build Begin	221	21	17	17	1148190720	1141309440	0
Frame Build Complete	221	21	17	17	99	93	0
Glyph Atlas Summary	221	21	17	17	103	0	75008
Layout Cache Summary	221	21	17	17	4	1	3776
Native Actual Presentation Latency	221	0	0	0	41269375	0	0
Native Display Link Target Latency	221	0	0	0	7936333	0	0
Native Event Handler Latency	221	0	0	0	113500	0	0
Native Frame Queue Latency	221	0	0	0	252750	0	0
Native GPU Terminal Observed Latency	221	0	0	0	8081625	0	0
Native Presentation Callback Lag	221	0	0	0	253417	0	0
Native Presented Handler Latency	221	0	0	0	41523042	0	0
Native Submission Latency	221	0	0	0	72625	0	0
Native Target Presentation Latency	221	0	0	0	41269583	0	0
Native Terminal Record Latency	221	0	0	0	16413000	0	0
State Mutation Complete	221	0	17	17	1	1	20
Text Summary	221	21	17	17	3	0	1
Visible Layout Begin	221	21	17	17	0	0	0
Visible Layout Complete	221	21	17	17	5	0	0
Event Dispatch Begin	222	0	17	17	8	20	0
State Mutation Complete	222	0	17	17	0	0	20
Event Dispatch Begin	223	0	17	17	1	20	0
State Mutation Complete	223	0	17	17	0	0	20
Event Dispatch Begin	224	0	17	17	8	20	0
State Mutation Complete	224	0	17	17	0	0	20
Event Dispatch Begin	225	0	17	17	1	20	0
State Mutation Complete	225	0	17	17	0	0	20
Event Dispatch Begin	226	0	17	17	8	20	0
State Mutation Complete	226	0	17	17	0	0	20
Event Dispatch Begin	227	0	17	17	1	20	0
State Mutation Complete	227	0	17	17	0	0	20
Event Dispatch Begin	228	0	17	17	8	20	0
State Mutation Complete	228	0	17	17	0	0	20
Event Dispatch Begin	229	0	17	17	1	20	0
State Mutation Complete	229	0	17	17	0	0	20
Event Dispatch Begin	230	0	17	17	8	20	0
State Mutation Complete	230	0	17	17	0	0	20
Atlas Publication Begin	231	22	18	18	93	0	0
Atlas Publication Complete	231	22	18	18	0	0	0
Event Dispatch Begin	231	0	17	17	5	20	0
Frame Build Begin	231	22	18	18	1148190720	1141309440	0
Frame Build Complete	231	22	18	18	99	93	0
Glyph Atlas Summary	231	22	18	18	104	0	75008
Layout Cache Summary	231	22	18	18	4	1	3840
Native Actual Presentation Latency	231	0	0	0	42988917	0	0
Native Display Link Target Latency	231	0	0	0	9655958	0	0
Native Event Handler Latency	231	0	0	0	134125	0	0
Native Frame Queue Latency	231	0	0	0	1254583	0	0
Native GPU Terminal Observed Latency	231	0	0	0	9772417	0	0
Native Presentation Callback Lag	231	0	0	0	220667	0	0
Native Presented Handler Latency	231	0	0	0	43210209	0	0
Native Submission Latency	231	0	0	0	130792	0	0
Native Target Presentation Latency	231	0	0	0	42989208	0	0
Native Terminal Record Latency	231	0	0	0	18191500	0	0
State Mutation Complete	231	0	18	18	1	1	21
Text Summary	231	22	18	18	3	0	1
Visible Layout Begin	231	22	18	18	0	0	0
Visible Layout Complete	231	22	18	18	5	0	0
Event Dispatch Begin	232	0	18	18	8	21	0
State Mutation Complete	232	0	18	18	0	0	21
Event Dispatch Begin	233	0	18	18	1	21	0
State Mutation Complete	233	0	18	18	0	0	21
Event Dispatch Begin	234	0	18	18	8	21	0
State Mutation Complete	234	0	18	18	0	0	21
Event Dispatch Begin	235	0	18	18	1	21	0
State Mutation Complete	235	0	18	18	0	0	21
Event Dispatch Begin	236	0	18	18	8	21	0
State Mutation Complete	236	0	18	18	0	0	21
Event Dispatch Begin	237	0	18	18	1	21	0
State Mutation Complete	237	0	18	18	0	0	21
Event Dispatch Begin	238	0	18	18	8	21	0
State Mutation Complete	238	0	18	18	0	0	21
Event Dispatch Begin	239	0	18	18	1	21	0
State Mutation Complete	239	0	18	18	0	0	21
Event Dispatch Begin	240	0	18	18	8	21	0
State Mutation Complete	240	0	18	18	0	0	21
Atlas Publication Begin	241	23	19	19	94	0	0
Atlas Publication Complete	241	23	19	19	2	2816	1
Event Dispatch Begin	241	0	18	18	5	21	0
Frame Build Begin	241	23	19	19	1148190720	1141309440	0
Frame Build Complete	241	23	19	19	100	94	0
Glyph Atlas Summary	241	23	19	19	104	1	75008
Layout Cache Summary	241	23	19	19	4	1	3904
Native Actual Presentation Latency	241	0	0	0	52076208	0	0
Native Display Link Target Latency	241	0	0	0	10409708	0	0
Native Event Handler Latency	241	0	0	0	173875	0	0
Native Frame Queue Latency	241	0	0	0	1993334	0	0
Native GPU Terminal Observed Latency	241	0	0	0	10539375	0	0
Native Presentation Callback Lag	241	0	0	0	257375	0	0
Native Presented Handler Latency	241	0	0	0	52333958	0	0
Native Submission Latency	241	0	0	0	160291	0	0
Native Target Presentation Latency	241	0	0	0	43742958	0	0
Native Terminal Record Latency	241	0	0	0	18880083	0	0
State Mutation Complete	241	0	19	19	1	1	22
Text Summary	241	23	19	19	3	1	1
Visible Layout Begin	241	23	19	19	0	0	0
Visible Layout Complete	241	23	19	19	5	0	0
Event Dispatch Begin	242	0	19	19	8	22	0
State Mutation Complete	242	0	19	19	0	0	22
Event Dispatch Begin	243	0	19	19	1	22	0
State Mutation Complete	243	0	19	19	0	0	22
Event Dispatch Begin	244	0	19	19	8	22	0
State Mutation Complete	244	0	19	19	0	0	22
Event Dispatch Begin	245	0	19	19	1	22	0
State Mutation Complete	245	0	19	19	0	0	22
Event Dispatch Begin	246	0	19	19	8	22	0
State Mutation Complete	246	0	19	19	0	0	22
Event Dispatch Begin	247	0	19	19	1	22	0
State Mutation Complete	247	0	19	19	0	0	22
Event Dispatch Begin	248	0	19	19	8	22	0
State Mutation Complete	248	0	19	19	0	0	22
Event Dispatch Begin	249	0	19	19	1	22	0
State Mutation Complete	249	0	19	19	0	0	22
Event Dispatch Begin	250	0	19	19	8	22	0
State Mutation Complete	250	0	19	19	0	0	22
Atlas Publication Begin	251	24	20	20	94	0	0
Atlas Publication Complete	251	24	20	20	0	0	0
Event Dispatch Begin	251	0	19	19	5	22	0
Frame Build Begin	251	24	20	20	1148190720	1141309440	0
Frame Build Complete	251	24	20	20	100	94	0
Glyph Atlas Summary	251	24	20	20	106	0	75008
Layout Cache Summary	251	24	20	20	4	1	3968
Native Actual Presentation Latency	251	0	0	0	48065708	0	0
Native Display Link Target Latency	251	0	0	0	10565917	0	0
Native Event Handler Latency	251	0	0	0	82833	0	0
Native Frame Queue Latency	251	0	0	0	2204208	0	0
Native GPU Terminal Observed Latency	251	0	0	0	10634208	0	0
Native Presentation Callback Lag	251	0	0	0	1330583	0	0
Native Presented Handler Latency	251	0	0	0	49397500	0	0
Native Submission Latency	251	0	0	0	82000	0	0
Native Target Presentation Latency	251	0	0	0	43899167	0	0
Native Terminal Record Latency	251	0	0	0	19013833	0	0
State Mutation Complete	251	0	20	20	1	1	23
Text Summary	251	24	20	20	3	0	1
Visible Layout Begin	251	24	20	20	0	0	0
Visible Layout Complete	251	24	20	20	5	0	0
Event Dispatch Begin	252	0	20	20	8	23	0
State Mutation Complete	252	0	20	20	0	0	23
Event Dispatch Begin	253	0	20	20	1	23	0
State Mutation Complete	253	0	20	20	0	0	23
Event Dispatch Begin	254	0	20	20	8	23	0
State Mutation Complete	254	0	20	20	0	0	23
Event Dispatch Begin	255	0	20	20	1	23	0
State Mutation Complete	255	0	20	20	0	0	23
Event Dispatch Begin	256	0	20	20	8	23	0
State Mutation Complete	256	0	20	20	0	0	23
Event Dispatch Begin	257	0	20	20	1	23	0
State Mutation Complete	257	0	20	20	0	0	23
Event Dispatch Begin	258	0	20	20	8	23	0
State Mutation Complete	258	0	20	20	0	0	23
Event Dispatch Begin	259	0	20	20	1	23	0
State Mutation Complete	259	0	20	20	0	0	23
Event Dispatch Begin	260	0	20	20	8	23	0
State Mutation Complete	260	0	20	20	0	0	23
Atlas Publication Begin	261	25	21	21	95	0	0
Atlas Publication Complete	261	25	21	21	2	5632	1
Event Dispatch Begin	261	0	20	20	5	23	0
Frame Build Begin	261	25	21	21	1148190720	1141309440	0
Frame Build Complete	261	25	21	21	101	95	0
Glyph Atlas Summary	261	25	21	21	106	1	75264
Layout Cache Summary	261	25	21	21	4	1	4032
Native Actual Presentation Latency	261	0	0	0	52063125	0	0
Native Display Link Target Latency	261	0	0	0	14563250	0	0
Native Event Handler Latency	261	0	0	0	261125	0	0
Native Frame Queue Latency	261	0	0	0	6035667	0	0
Native GPU Terminal Observed Latency	261	0	0	0	14699541	0	0
Native Presentation Callback Lag	261	0	0	0	200375	0	0
Native Presented Handler Latency	261	0	0	0	52263666	0	0
Native Submission Latency	261	0	0	0	80167	0	0
Native Target Presentation Latency	261	0	0	0	47896500	0	0
Native Terminal Record Latency	261	0	0	0	23018666	0	0
State Mutation Complete	261	0	21	21	1	1	24
Text Summary	261	25	21	21	3	1	1
Visible Layout Begin	261	25	21	21	0	0	0
Visible Layout Complete	261	25	21	21	5	0	0
Event Dispatch Begin	262	0	21	21	8	24	0
State Mutation Complete	262	0	21	21	0	0	24
Event Dispatch Begin	263	0	21	21	1	24	0
State Mutation Complete	263	0	21	21	0	0	24
Event Dispatch Begin	264	0	21	21	8	24	0
State Mutation Complete	264	0	21	21	0	0	24
Event Dispatch Begin	265	0	21	21	1	24	0
State Mutation Complete	265	0	21	21	0	0	24
Event Dispatch Begin	266	0	21	21	8	24	0
State Mutation Complete	266	0	21	21	0	0	24
Event Dispatch Begin	267	0	21	21	1	24	0
State Mutation Complete	267	0	21	21	0	0	24
Event Dispatch Begin	268	0	21	21	8	24	0
State Mutation Complete	268	0	21	21	0	0	24
Event Dispatch Begin	269	0	21	21	1	24	0
State Mutation Complete	269	0	21	21	0	0	24
Event Dispatch Begin	270	0	21	21	8	24	0
State Mutation Complete	270	0	21	21	0	0	24
Atlas Publication Begin	271	26	22	22	96	0	0
Atlas Publication Complete	271	26	22	22	2	5888	1
Event Dispatch Begin	271	0	21	21	5	24	0
Frame Build Begin	271	26	22	22	1148190720	1141309440	0
Frame Build Complete	271	26	22	22	102	96	0
Glyph Atlas Summary	271	26	22	22	107	1	75264
Layout Cache Summary	271	26	22	22	4	1	4096
Native Actual Presentation Latency	271	0	0	0	50971542	0	0
Native Display Link Target Latency	271	0	0	0	13471792	0	0
Native Event Handler Latency	271	0	0	0	511375	0	0
Native Frame Queue Latency	271	0	0	0	4682208	0	0
Native GPU Terminal Observed Latency	271	0	0	0	13587917	0	0
Native Presentation Callback Lag	271	0	0	0	185500	0	0
Native Presented Handler Latency	271	0	0	0	51157000	0	0
Native Submission Latency	271	0	0	0	73125	0	0
Native Target Presentation Latency	271	0	0	0	46805042	0	0
Native Terminal Record Latency	271	0	0	0	21927500	0	0
State Mutation Complete	271	0	22	22	1	1	25
Text Summary	271	26	22	22	3	1	1
Visible Layout Begin	271	26	22	22	0	0	0
Visible Layout Complete	271	26	22	22	5	0	0
Event Dispatch Begin	272	0	22	22	8	25	0
State Mutation Complete	272	0	22	22	0	0	25
Event Dispatch Begin	273	0	22	22	1	25	0
State Mutation Complete	273	0	22	22	0	0	25
Event Dispatch Begin	274	0	22	22	8	25	0
State Mutation Complete	274	0	22	22	0	0	25
Event Dispatch Begin	275	0	22	22	1	25	0
State Mutation Complete	275	0	22	22	0	0	25
Event Dispatch Begin	276	0	22	22	8	25	0
State Mutation Complete	276	0	22	22	0	0	25
Event Dispatch Begin	277	0	22	22	1	25	0
State Mutation Complete	277	0	22	22	0	0	25
Event Dispatch Begin	278	0	22	22	8	25	0
State Mutation Complete	278	0	22	22	0	0	25
Event Dispatch Begin	279	0	22	22	1	25	0
State Mutation Complete	279	0	22	22	0	0	25
Event Dispatch Begin	280	0	22	22	8	25	0
State Mutation Complete	280	0	22	22	0	0	25
Atlas Publication Begin	281	27	23	23	97	0	0
Atlas Publication Complete	281	27	23	23	0	0	0
Event Dispatch Begin	281	0	22	22	5	25	0
Frame Build Begin	281	27	23	23	1148190720	1141309440	0
Frame Build Complete	281	27	23	23	103	97	0
Glyph Atlas Summary	281	27	23	23	109	0	75264
Layout Cache Summary	281	27	23	23	4	1	4160
Native Actual Presentation Latency	281	0	0	0	43783542	0	0
Native Display Link Target Latency	281	0	0	0	10450375	0	0
Native Event Handler Latency	281	0	0	0	96125	0	0
Native Frame Queue Latency	281	0	0	0	2160792	0	0
Native GPU Terminal Observed Latency	281	0	0	0	10641666	0	0
Native Presentation Callback Lag	281	0	0	0	319375	0	0
Native Presented Handler Latency	281	0	0	0	44103083	0	0
Native Submission Latency	281	0	0	0	124167	0	0
Native Target Presentation Latency	281	0	0	0	43783625	0	0
Native Terminal Record Latency	281	0	0	0	18972541	0	0
State Mutation Complete	281	0	23	23	1	1	26
Text Summary	281	27	23	23	3	0	1
Visible Layout Begin	281	27	23	23	0	0	0
Visible Layout Complete	281	27	23	23	5	0	0
Event Dispatch Begin	282	0	23	23	8	26	0
State Mutation Complete	282	0	23	23	0	0	26
Event Dispatch Begin	283	0	23	23	1	26	0
State Mutation Complete	283	0	23	23	0	0	26
Event Dispatch Begin	284	0	23	23	8	26	0
State Mutation Complete	284	0	23	23	0	0	26
Event Dispatch Begin	285	0	23	23	1	26	0
State Mutation Complete	285	0	23	23	0	0	26
Event Dispatch Begin	286	0	23	23	8	26	0
State Mutation Complete	286	0	23	23	0	0	26
Event Dispatch Begin	287	0	23	23	1	26	0
State Mutation Complete	287	0	23	23	0	0	26
Event Dispatch Begin	288	0	23	23	8	26	0
State Mutation Complete	288	0	23	23	0	0	26
Atlas Publication Begin	289	28	24	24	97	0	0
Atlas Publication Complete	289	28	24	24	0	0	0
Event Dispatch Begin	289	0	23	23	1	26	0
Frame Build Begin	289	28	24	24	1148190720	1141309440	0
Frame Build Complete	289	28	24	24	103	97	0
Glyph Atlas Summary	289	28	24	24	109	0	75264
Layout Cache Summary	289	28	24	24	5	1	3488
Native Actual Presentation Latency	289	0	0	0	49249167	0	0
Native Display Link Target Latency	289	0	0	0	15916125	0	0
Native Event Handler Latency	289	0	0	0	94375	0	0
Native Frame Queue Latency	289	0	0	0	7571875	0	0
Native GPU Terminal Observed Latency	289	0	0	0	16031500	0	0
Native Presentation Callback Lag	289	0	0	0	259375	0	0
Native Presented Handler Latency	289	0	0	0	49508666	0	0
Native Submission Latency	289	0	0	0	145208	0	0
Native Target Presentation Latency	289	0	0	0	49249375	0	0
Native Terminal Record Latency	289	0	0	0	16032375	0	0
State Mutation Complete	289	0	24	24	1	1	27
Text Summary	289	28	24	24	3	0	1
Visible Layout Begin	289	28	24	24	0	0	0
Visible Layout Complete	289	28	24	24	6	0	0
Event Dispatch Begin	290	0	24	24	8	27	0
State Mutation Complete	290	0	24	24	0	0	27
Event Dispatch Begin	291	0	24	24	1	27	0
State Mutation Complete	291	0	24	24	0	0	27
Event Dispatch Begin	292	0	24	24	8	27	0
State Mutation Complete	292	0	24	24	0	0	27
Event Dispatch Begin	293	0	24	24	1	27	0
State Mutation Complete	293	0	24	24	0	0	27
Event Dispatch Begin	294	0	24	24	8	27	0
State Mutation Complete	294	0	24	24	0	0	27
Event Dispatch Begin	295	0	24	24	1	27	0
State Mutation Complete	295	0	24	24	0	0	27
Event Dispatch Begin	296	0	24	24	8	27	0
State Mutation Complete	296	0	24	24	0	0	27
Event Dispatch Begin	297	0	24	24	1	27	0
State Mutation Complete	297	0	24	24	0	0	27
Event Dispatch Begin	298	0	24	24	8	27	0
State Mutation Complete	298	0	24	24	0	0	27
Atlas Publication Begin	299	29	25	25	98	0	0
Atlas Publication Complete	299	29	25	25	0	0	0
Event Dispatch Begin	299	0	24	24	5	27	0
Frame Build Begin	299	29	25	25	1148190720	1141309440	0
Frame Build Complete	299	29	25	25	104	98	0
Glyph Atlas Summary	299	29	25	25	110	0	75264
Layout Cache Summary	299	29	25	25	5	1	3520
Native Actual Presentation Latency	299	0	0	0	50907375	0	0
Native Display Link Target Latency	299	0	0	0	17574333	0	0
Native Event Handler Latency	299	0	0	0	152541	0	0
Native Frame Queue Latency	299	0	0	0	9152458	0	0
Native GPU Terminal Observed Latency	299	0	0	0	17634416	0	0
Native Presentation Callback Lag	299	0	0	0	713333	0	0
Native Presented Handler Latency	299	0	0	0	51621583	0	0
Native Submission Latency	299	0	0	0	73125	0	0
Native Target Presentation Latency	299	0	0	0	50907583	0	0
Native Terminal Record Latency	299	0	0	0	17635166	0	0
State Mutation Complete	299	0	25	25	1	1	28
Text Summary	299	29	25	25	3	0	1
Visible Layout Begin	299	29	25	25	0	0	0
Visible Layout Complete	299	29	25	25	6	0	0
Event Dispatch Begin	300	0	25	25	8	28	0
State Mutation Complete	300	0	25	25	0	0	28
Event Dispatch Begin	301	0	25	25	1	28	0
