stage	event	scene	document	buffer	a	b	c
State Mutation Complete	301	0	25	25	0	0	28
Event Dispatch Begin	302	0	25	25	8	28	0
State Mutation Complete	302	0	25	25	0	0	28
Event Dispatch Begin	303	0	25	25	1	28	0
State Mutation Complete	303	0	25	25	0	0	28
Event Dispatch Begin	304	0	25	25	8	28	0
State Mutation Complete	304	0	25	25	0	0	28
Event Dispatch Begin	305	0	25	25	1	28	0
State Mutation Complete	305	0	25	25	0	0	28
Event Dispatch Begin	306	0	25	25	8	28	0
State Mutation Complete	306	0	25	25	0	0	28
Event Dispatch Begin	307	0	25	25	1	28	0
State Mutation Complete	307	0	25	25	0	0	28
Event Dispatch Begin	308	0	25	25	8	28	0
State Mutation Complete	308	0	25	25	0	0	28
Atlas Publication Begin	309	30	26	26	99	0	0
Atlas Publication Complete	309	30	26	26	0	0	0
Event Dispatch Begin	309	0	25	25	5	28	0
Frame Build Begin	309	30	26	26	1148190720	1141309440	0
Frame Build Complete	309	30	26	26	105	99	0
Glyph Atlas Summary	309	30	26	26	111	0	75264
Layout Cache Summary	309	30	26	26	5	1	3584
State Mutation Complete	309	0	26	26	1	1	29
Text Summary	309	30	26	26	3	0	1
Visible Layout Begin	309	30	26	26	0	0	0
Visible Layout Complete	309	30	26	26	6	0	0
Event Dispatch Begin	310	0	26	26	8	29	0
State Mutation Complete	310	0	26	26	0	0	29
Event Dispatch Begin	311	0	26	26	1	29	0
State Mutation Complete	311	0	26	26	0	0	29
Event Dispatch Begin	312	0	26	26	8	29	0
State Mutation Complete	312	0	26	26	0	0	29
Event Dispatch Begin	313	0	26	26	1	29	0
State Mutation Complete	313	0	26	26	0	0	29
Event Dispatch Begin	314	0	26	26	8	29	0
State Mutation Complete	314	0	26	26	0	0	29
Event Dispatch Begin	315	0	26	26	1	29	0
State Mutation Complete	315	0	26	26	0	0	29
Event Dispatch Begin	316	0	26	26	8	29	0
State Mutation Complete	316	0	26	26	0	0	29
Event Dispatch Begin	317	0	26	26	1	29	0
State Mutation Complete	317	0	26	26	0	0	29
Event Dispatch Begin	318	0	26	26	8	29	0
State Mutation Complete	318	0	26	26	0	0	29
Atlas Publication Begin	319	31	27	27	100	0	0
Atlas Publication Complete	319	31	27	27	0	0	0
Event Dispatch Begin	319	0	26	26	5	29	0
Frame Build Begin	319	31	27	27	1148190720	1141309440	0
Frame Build Complete	319	31	27	27	106	100	0
Glyph Atlas Summary	319	31	27	27	112	0	75264
Layout Cache Summary	319	31	27	27	5	1	3648
State Mutation Complete	319	0	27	27	1	1	30
Text Summary	319	31	27	27	3	0	1
Visible Layout Begin	319	31	27	27	0	0	0
Visible Layout Complete	319	31	27	27	6	0	0
Event Dispatch Begin	320	0	27	27	8	30	0
State Mutation Complete	320	0	27	27	0	0	30
Event Dispatch Begin	321	0	27	27	1	30	0
State Mutation Complete	321	0	27	27	0	0	30
Event Dispatch Begin	322	0	27	27	8	30	0
State Mutation Complete	322	0	27	27	0	0	30
Event Dispatch Begin	323	0	27	27	1	30	0
State Mutation Complete	323	0	27	27	0	0	30
Event Dispatch Begin	324	0	27	27	8	30	0
State Mutation Complete	324	0	27	27	0	0	30
Event Dispatch Begin	325	0	27	27	1	30	0
State Mutation Complete	325	0	27	27	0	0	30
Event Dispatch Begin	326	0	27	27	8	30	0
State Mutation Complete	326	0	27	27	0	0	30
Event Dispatch Begin	327	0	27	27	1	30	0
State Mutation Complete	327	0	27	27	0	0	30
Event Dispatch Begin	328	0	27	27	8	30	0
State Mutation Complete	328	0	27	27	0	0	30
Atlas Publication Begin	329	32	28	28	101	0	0
Atlas Publication Complete	329	32	28	28	0	0	0
Event Dispatch Begin	329	0	27	27	5	30	0
Frame Build Begin	329	32	28	28	1148190720	1141309440	0
Frame Build Complete	329	32	28	28	107	101	0
Glyph Atlas Summary	329	32	28	28	113	0	75264
Layout Cache Summary	329	32	28	28	5	1	3712
State Mutation Complete	329	0	28	28	1	1	31
Text Summary	329	32	28	28	3	0	1
Visible Layout Begin	329	32	28	28	0	0	0
Visible Layout Complete	329	32	28	28	6	0	0
Event Dispatch Begin	330	0	28	28	8	31	0
State Mutation Complete	330	0	28	28	0	0	31
Event Dispatch Begin	331	0	28	28	1	31	0
State Mutation Complete	331	0	28	28	0	0	31
Event Dispatch Begin	332	0	28	28	8	31	0
State Mutation Complete	332	0	28	28	0	0	31
Event Dispatch Begin	333	0	28	28	1	31	0
State Mutation Complete	333	0	28	28	0	0	31
Event Dispatch Begin	334	0	28	28	8	31	0
State Mutation Complete	334	0	28	28	0	0	31
Event Dispatch Begin	335	0	28	28	1	31	0
State Mutation Complete	335	0	28	28	0	0	31
Event Dispatch Begin	336	0	28	28	8	31	0
State Mutation Complete	336	0	28	28	0	0	31
Event Dispatch Begin	337	0	28	28	1	31	0
State Mutation Complete	337	0	28	28	0	0	31
Event Dispatch Begin	338	0	28	28	8	31	0
State Mutation Complete	338	0	28	28	0	0	31
Atlas Publication Begin	339	33	29	29	102	0	0
Atlas Publication Complete	339	33	29	29	0	0	0
Event Dispatch Begin	339	0	28	28	5	31	0
Frame Build Begin	339	33	29	29	1148190720	1141309440	0
Frame Build Complete	339	33	29	29	108	102	0
Glyph Atlas Summary	339	33	29	29	114	0	75264
Layout Cache Summary	339	33	29	29	5	1	3776
Native Actual Presentation Latency	339	0	0	0	52082417	0	0
Native Display Link Target Latency	339	0	0	0	10416125	0	0
Native Event Handler Latency	339	0	0	0	103125	0	0
Native Frame Queue Latency	339	0	0	0	2072875	0	0
Native GPU Terminal Observed Latency	339	0	0	0	10512250	0	0
Native Presentation Callback Lag	339	0	0	0	177000	0	0
Native Presented Handler Latency	339	0	0	0	52259500	0	0
Native Submission Latency	339	0	0	0	136083	0	0
Native Target Presentation Latency	339	0	0	0	43749375	0	0
Native Terminal Record Latency	339	0	0	0	10515583	0	0
State Mutation Complete	339	0	29	29	1	1	32
Text Summary	339	33	29	29	3	0	1
Visible Layout Begin	339	33	29	29	0	0	0
Visible Layout Complete	339	33	29	29	6	0	0
Event Dispatch Begin	340	0	29	29	8	32	0
State Mutation Complete	340	0	29	29	0	0	32
Event Dispatch Begin	341	0	29	29	1	32	0
State Mutation Complete	341	0	29	29	0	0	32
Event Dispatch Begin	342	0	29	29	8	32	0
State Mutation Complete	342	0	29	29	0	0	32
Event Dispatch Begin	343	0	29	29	1	32	0
State Mutation Complete	343	0	29	29	0	0	32
Event Dispatch Begin	344	0	29	29	8	32	0
State Mutation Complete	344	0	29	29	0	0	32
Event Dispatch Begin	345	0	29	29	1	32	0
State Mutation Complete	345	0	29	29	0	0	32
Event Dispatch Begin	346	0	29	29	8	32	0
State Mutation Complete	346	0	29	29	0	0	32
Event Dispatch Begin	347	0	29	29	1	32	0
State Mutation Complete	347	0	29	29	0	0	32
Event Dispatch Begin	348	0	29	29	8	32	0
State Mutation Complete	348	0	29	29	0	0	32
Atlas Publication Begin	349	34	30	30	103	0	0
Atlas Publication Complete	349	34	30	30	0	0	0
Event Dispatch Begin	349	0	29	29	5	32	0
Frame Build Begin	349	34	30	30	1148190720	1141309440	0
Frame Build Complete	349	34	30	30	109	103	0
Glyph Atlas Summary	349	34	30	30	115	0	75264
Layout Cache Summary	349	34	30	30	5	1	3840
State Mutation Complete	349	0	30	30	1	1	33
Text Summary	349	34	30	30	3	0	1
Visible Layout Begin	349	34	30	30	0	0	0
Visible Layout Complete	349	34	30	30	6	0	0
Event Dispatch Begin	350	0	30	30	8	33	0
State Mutation Complete	350	0	30	30	0	0	33
Event Dispatch Begin	351	0	30	30	1	33	0
State Mutation Complete	351	0	30	30	0	0	33
Event Dispatch Begin	352	0	30	30	8	33	0
State Mutation Complete	352	0	30	30	0	0	33
Event Dispatch Begin	353	0	30	30	1	33	0
State Mutation Complete	353	0	30	30	0	0	33
Event Dispatch Begin	354	0	30	30	8	33	0
State Mutation Complete	354	0	30	30	0	0	33
Event Dispatch Begin	355	0	30	30	1	33	0
State Mutation Complete	355	0	30	30	0	0	33
Event Dispatch Begin	356	0	30	30	8	33	0
State Mutation Complete	356	0	30	30	0	0	33
Event Dispatch Begin	357	0	30	30	1	33	0
State Mutation Complete	357	0	30	30	0	0	33
Event Dispatch Begin	358	0	30	30	8	33	0
State Mutation Complete	358	0	30	30	0	0	33
Atlas Publication Begin	359	35	31	31	104	0	0
Atlas Publication Complete	359	35	31	31	0	0	0
Event Dispatch Begin	359	0	30	30	5	33	0
Frame Build Begin	359	35	31	31	1148190720	1141309440	0
Frame Build Complete	359	35	31	31	110	104	0
Glyph Atlas Summary	359	35	31	31	116	0	75264
Layout Cache Summary	359	35	31	31	5	1	3904
State Mutation Complete	359	0	31	31	1	1	34
Text Summary	359	35	31	31	3	0	1
Visible Layout Begin	359	35	31	31	0	0	0
Visible Layout Complete	359	35	31	31	6	0	0
Event Dispatch Begin	360	0	31	31	8	34	0
State Mutation Complete	360	0	31	31	0	0	34
Event Dispatch Begin	361	0	31	31	1	34	0
State Mutation Complete	361	0	31	31	0	0	34
Event Dispatch Begin	362	0	31	31	8	34	0
State Mutation Complete	362	0	31	31	0	0	34
Event Dispatch Begin	363	0	31	31	1	34	0
State Mutation Complete	363	0	31	31	0	0	34
Event Dispatch Begin	364	0	31	31	8	34	0
State Mutation Complete	364	0	31	31	0	0	34
Event Dispatch Begin	365	0	31	31	1	34	0
State Mutation Complete	365	0	31	31	0	0	34
Event Dispatch Begin	366	0	31	31	8	34	0
State Mutation Complete	366	0	31	31	0	0	34
Event Dispatch Begin	367	0	31	31	1	34	0
State Mutation Complete	367	0	31	31	0	0	34
Event Dispatch Begin	368	0	31	31	8	34	0
State Mutation Complete	368	0	31	31	0	0	34
Atlas Publication Begin	369	36	32	32	105	0	0
Atlas Publication Complete	369	36	32	32	0	0	0
Event Dispatch Begin	369	0	31	31	5	34	0
Frame Build Begin	369	36	32	32	1148190720	1141309440	0
Frame Build Complete	369	36	32	32	111	105	0
Glyph Atlas Summary	369	36	32	32	117	0	75264
Layout Cache Summary	369	36	32	32	5	1	3968
Native Actual Presentation Latency	369	0	0	0	43550083	0	0
Native Display Link Target Latency	369	0	0	0	10217167	0	0
Native Event Handler Latency	369	0	0	0	47083	0	0
Native Frame Queue Latency	369	0	0	0	1948333	0	0
Native GPU Terminal Observed Latency	369	0	0	0	10289417	0	0
Native Presentation Callback Lag	369	0	0	0	195125	0	0
Native Presented Handler Latency	369	0	0	0	43745375	0	0
Native Submission Latency	369	0	0	0	82334	0	0
Native Target Presentation Latency	369	0	0	0	43550417	0	0
Native Terminal Record Latency	369	0	0	0	10290125	0	0
State Mutation Complete	369	0	32	32	1	1	35
Text Summary	369	36	32	32	3	0	1
Visible Layout Begin	369	36	32	32	0	0	0
Visible Layout Complete	369	36	32	32	6	0	0
Event Dispatch Begin	370	0	32	32	8	35	0
State Mutation Complete	370	0	32	32	0	0	35
Event Dispatch Begin	371	0	32	32	1	35	0
State Mutation Complete	371	0	32	32	0	0	35
Event Dispatch Begin	372	0	32	32	8	35	0
State Mutation Complete	372	0	32	32	0	0	35
Event Dispatch Begin	373	0	32	32	1	35	0
State Mutation Complete	373	0	32	32	0	0	35
Event Dispatch Begin	374	0	32	32	8	35	0
State Mutation Complete	374	0	32	32	0	0	35
Event Dispatch Begin	375	0	32	32	1	35	0
State Mutation Complete	375	0	32	32	0	0	35
Event Dispatch Begin	376	0	32	32	8	35	0
State Mutation Complete	376	0	32	32	0	0	35
Event Dispatch Begin	377	0	32	32	1	35	0
State Mutation Complete	377	0	32	32	0	0	35
Event Dispatch Begin	378	0	32	32	8	35	0
State Mutation Complete	378	0	32	32	0	0	35
Atlas Publication Begin	379	37	33	33	106	0	0
Atlas Publication Complete	379	37	33	33	0	0	0
Event Dispatch Begin	379	0	32	32	5	35	0
Frame Build Begin	379	37	33	33	1148190720	1141309440	0
Frame Build Complete	379	37	33	33	112	106	0
Glyph Atlas Summary	379	37	33	33	118	0	75264
Layout Cache Summary	379	37	33	33	5	1	4032
State Mutation Complete	379	0	33	33	1	1	36
Text Summary	379	37	33	33	3	0	1
Visible Layout Begin	379	37	33	33	0	0	0
Visible Layout Complete	379	37	33	33	6	0	0
Event Dispatch Begin	380	0	33	33	8	36	0
State Mutation Complete	380	0	33	33	0	0	36
Event Dispatch Begin	381	0	33	33	1	36	0
State Mutation Complete	381	0	33	33	0	0	36
Event Dispatch Begin	382	0	33	33	8	36	0
State Mutation Complete	382	0	33	33	0	0	36
Event Dispatch Begin	383	0	33	33	1	36	0
State Mutation Complete	383	0	33	33	0	0	36
Event Dispatch Begin	384	0	33	33	8	36	0
State Mutation Complete	384	0	33	33	0	0	36
Event Dispatch Begin	385	0	33	33	1	36	0
State Mutation Complete	385	0	33	33	0	0	36
Event Dispatch Begin	386	0	33	33	8	36	0
State Mutation Complete	386	0	33	33	0	0	36
Event Dispatch Begin	387	0	33	33	1	36	0
State Mutation Complete	387	0	33	33	0	0	36
Event Dispatch Begin	388	0	33	33	8	36	0
State Mutation Complete	388	0	33	33	0	0	36
Atlas Publication Begin	389	38	34	34	107	0	0
Atlas Publication Complete	389	38	34	34	2	7680	1
Event Dispatch Begin	389	0	33	33	5	36	0
Frame Build Begin	389	38	34	34	1148190720	1141309440	0
Frame Build Complete	389	38	34	34	113	107	0
Glyph Atlas Summary	389	38	34	34	118	1	75264
Layout Cache Summary	389	38	34	34	5	1	4096
State Mutation Complete	389	0	34	34	1	1	37
Text Summary	389	38	34	34	3	1	1
Visible Layout Begin	389	38	34	34	0	0	0
Visible Layout Complete	389	38	34	34	6	0	0
Event Dispatch Begin	390	0	34	34	8	37	0
State Mutation Complete	390	0	34	34	0	0	37
Event Dispatch Begin	391	0	34	34	1	37	0
State Mutation Complete	391	0	34	34	0	0	37
Event Dispatch Begin	392	0	34	34	8	37	0
State Mutation Complete	392	0	34	34	0	0	37
Event Dispatch Begin	393	0	34	34	1	37	0
State Mutation Complete	393	0	34	34	0	0	37
Event Dispatch Begin	394	0	34	34	8	37	0
State Mutation Complete	394	0	34	34	0	0	37
Event Dispatch Begin	395	0	34	34	1	37	0
State Mutation Complete	395	0	34	34	0	0	37
Event Dispatch Begin	396	0	34	34	8	37	0
State Mutation Complete	396	0	34	34	0	0	37
Event Dispatch Begin	397	0	34	34	1	37	0
State Mutation Complete	397	0	34	34	0	0	37
Event Dispatch Begin	398	0	34	34	8	37	0
State Mutation Complete	398	0	34	34	0	0	37
Atlas Publication Begin	399	39	35	35	108	0	0
Atlas Publication Complete	399	39	35	35	2	5888	1
Event Dispatch Begin	399	0	34	34	5	37	0
Frame Build Begin	399	39	35	35	1148190720	1141309440	0
Frame Build Complete	399	39	35	35	114	108	0
Glyph Atlas Summary	399	39	35	35	119	1	75264
Layout Cache Summary	399	39	35	35	5	1	4160
State Mutation Complete	399	0	35	35	1	1	38
Text Summary	399	39	35	35	3	1	1
Visible Layout Begin	399	39	35	35	0	0	0
Visible Layout Complete	399	39	35	35	6	0	0
Event Dispatch Begin	400	0	35	35	8	38	0
State Mutation Complete	400	0	35	35	0	0	38
Event Dispatch Begin	401	0	35	35	1	38	0
State Mutation Complete	401	0	35	35	0	0	38
Event Dispatch Begin	402	0	35	35	8	38	0
State Mutation Complete	402	0	35	35	0	0	38
Event Dispatch Begin	403	0	35	35	1	38	0
State Mutation Complete	403	0	35	35	0	0	38
Event Dispatch Begin	404	0	35	35	8	38	0
State Mutation Complete	404	0	35	35	0	0	38
Event Dispatch Begin	405	0	35	35	1	38	0
State Mutation Complete	405	0	35	35	0	0	38
Event Dispatch Begin	406	0	35	35	8	38	0
State Mutation Complete	406	0	35	35	0	0	38
Event Dispatch Begin	407	0	35	35	1	38	0
State Mutation Complete	407	0	35	35	0	0	38
Event Dispatch Begin	408	0	35	35	8	38	0
State Mutation Complete	408	0	35	35	0	0	38
Atlas Publication Begin	409	40	36	36	109	0	0
Atlas Publication Complete	409	40	36	36	0	0	0
Event Dispatch Begin	409	0	35	35	5	38	0
Frame Build Begin	409	40	36	36	1148190720	1141309440	0
Frame Build Complete	409	40	36	36	115	109	0
Glyph Atlas Summary	409	40	36	36	121	0	75264
Layout Cache Summary	409	40	36	36	5	1	4224
State Mutation Complete	409	0	36	36	1	1	39
Text Summary	409	40	36	36	3	0	1
Visible Layout Begin	409	40	36	36	0	0	0
Visible Layout Complete	409	40	36	36	6	0	0
Event Dispatch Begin	410	0	36	36	8	39	0
State Mutation Complete	410	0	36	36	0	0	39
Event Dispatch Begin	411	0	36	36	1	39	0
State Mutation Complete	411	0	36	36	0	0	39
Event Dispatch Begin	412	0	36	36	8	39	0
State Mutation Complete	412	0	36	36	0	0	39
Event Dispatch Begin	413	0	36	36	1	39	0
State Mutation Complete	413	0	36	36	0	0	39
Event Dispatch Begin	414	0	36	36	8	39	0
State Mutation Complete	414	0	36	36	0	0	39
Event Dispatch Begin	415	0	36	36	1	39	0
State Mutation Complete	415	0	36	36	0	0	39
Event Dispatch Begin	416	0	36	36	8	39	0
State Mutation Complete	416	0	36	36	0	0	39
Event Dispatch Begin	417	0	36	36	1	39	0
State Mutation Complete	417	0	36	36	0	0	39
Event Dispatch Begin	418	0	36	36	8	39	0
State Mutation Complete	418	0	36	36	0	0	39
Atlas Publication Begin	419	41	37	37	110	0	0
Atlas Publication Complete	419	41	37	37	0	0	0
Event Dispatch Begin	419	0	36	36	5	39	0
Frame Build Begin	419	41	37	37	1148190720	1141309440	0
Frame Build Complete	419	41	37	37	116	110	0
Glyph Atlas Summary	419	41	37	37	122	0	75264
Layout Cache Summary	419	41	37	37	5	1	4288
Native Actual Presentation Latency	419	0	0	0	43464750	0	0
Native Display Link Target Latency	419	0	0	0	10131833	0	0
Native Event Handler Latency	419	0	0	0	31291	0	0
Native Frame Queue Latency	419	0	0	0	1808167	0	0
Native GPU Terminal Observed Latency	419	0	0	0	10195333	0	0
Native Presentation Callback Lag	419	0	0	0	203667	0	0
Native Presented Handler Latency	419	0	0	0	43668500	0	0
Native Submission Latency	419	0	0	0	68000	0	0
Native Target Presentation Latency	419	0	0	0	43465083	0	0
Native Terminal Record Latency	419	0	0	0	10196083	0	0
State Mutation Complete	419	0	37	37	1	1	40
Text Summary	419	41	37	37	3	0	1
Visible Layout Begin	419	41	37	37	0	0	0
Visible Layout Complete	419	41	37	37	6	0	0
Event Dispatch Begin	420	0	37	37	8	40	0
State Mutation Complete	420	0	37	37	0	0	40
Event Dispatch Begin	421	0	37	37	1	40	0
State Mutation Complete	421	0	37	37	0	0	40
Event Dispatch Begin	422	0	37	37	8	40	0
State Mutation Complete	422	0	37	37	0	0	40
Event Dispatch Begin	423	0	37	37	1	40	0
State Mutation Complete	423	0	37	37	0	0	40
Event Dispatch Begin	424	0	37	37	8	40	0
State Mutation Complete	424	0	37	37	0	0	40
Event Dispatch Begin	425	0	37	37	1	40	0
State Mutation Complete	425	0	37	37	0	0	40
Event Dispatch Begin	426	0	37	37	8	40	0
State Mutation Complete	426	0	37	37	0	0	40
Event Dispatch Begin	427	0	37	37	1	40	0
State Mutation Complete	427	0	37	37	0	0	40
Event Dispatch Begin	428	0	37	37	8	40	0
State Mutation Complete	428	0	37	37	0	0	40
Atlas Publication Begin	429	42	38	38	111	0	0
Atlas Publication Complete	429	42	38	38	0	0	0
Event Dispatch Begin	429	0	37	37	5	40	0
Frame Build Begin	429	42	38	38	1148190720	1141309440	0
Frame Build Complete	429	42	38	38	117	111	0
Glyph Atlas Summary	429	42	38	38	123	0	75264
Layout Cache Summary	429	42	38	38	5	1	4352
State Mutation Complete	429	0	38	38	1	1	41
Text Summary	429	42	38	38	3	0	1
Visible Layout Begin	429	42	38	38	0	0	0
Visible Layout Complete	429	42	38	38	6	0	0
Event Dispatch Begin	430	0	38	38	8	41	0
State Mutation Complete	430	0	38	38	0	0	41
Event Dispatch Begin	431	0	38	38	1	41	0
State Mutation Complete	431	0	38	38	0	0	41
Event Dispatch Begin	432	0	38	38	8	41	0
State Mutation Complete	432	0	38	38	0	0	41
Event Dispatch Begin	433	0	38	38	1	41	0
State Mutation Complete	433	0	38	38	0	0	41
Event Dispatch Begin	434	0	38	38	8	41	0
State Mutation Complete	434	0	38	38	0	0	41
Event Dispatch Begin	435	0	38	38	1	41	0
State Mutation Complete	435	0	38	38	0	0	41
Event Dispatch Begin	436	0	38	38	8	41	0
State Mutation Complete	436	0	38	38	0	0	41
Event Dispatch Begin	437	0	38	38	1	41	0
State Mutation Complete	437	0	38	38	0	0	41
Event Dispatch Begin	438	0	38	38	8	41	0
State Mutation Complete	438	0	38	38	0	0	41
Atlas Publication Begin	439	43	39	39	112	0	0
Atlas Publication Complete	439	43	39	39	0	0	0
Event Dispatch Begin	439	0	38	38	5	41	0
Frame Build Begin	439	43	39	39	1148190720	1141309440	0
Frame Build Complete	439	43	39	39	118	112	0
Glyph Atlas Summary	439	43	39	39	124	0	75264
Layout Cache Summary	439	43	39	39	5	1	4416
State Mutation Complete	439	0	39	39	1	1	42
Text Summary	439	43	39	39	3	0	1
Visible Layout Begin	439	43	39	39	0	0	0
Visible Layout Complete	439	43	39	39	6	0	0
Event Dispatch Begin	440	0	39	39	8	42	0
State Mutation Complete	440	0	39	39	0	0	42
Event Dispatch Begin	441	0	39	39	1	42	0
State Mutation Complete	441	0	39	39	0	0	42
Event Dispatch Begin	442	0	39	39	8	42	0
State Mutation Complete	442	0	39	39	0	0	42
Event Dispatch Begin	443	0	39	39	1	42	0
State Mutation Complete	443	0	39	39	0	0	42
Event Dispatch Begin	444	0	39	39	8	42	0
State Mutation Complete	444	0	39	39	0	0	42
Event Dispatch Begin	445	0	39	39	1	42	0
State Mutation Complete	445	0	39	39	0	0	42
Event Dispatch Begin	446	0	39	39	8	42	0
State Mutation Complete	446	0	39	39	0	0	42
Event Dispatch Begin	447	0	39	39	1	42	0
State Mutation Complete	447	0	39	39	0	0	42
Event Dispatch Begin	448	0	39	39	8	42	0
State Mutation Complete	448	0	39	39	0	0	42
Atlas Publication Begin	449	44	40	40	113	0	0
Atlas Publication Complete	449	44	40	40	0	0	0
Event Dispatch Begin	449	0	39	39	5	42	0
Frame Build Begin	449	44	40	40	1148190720	1141309440	0
Frame Build Complete	449	44	40	40	119	113	0
Glyph Atlas Summary	449	44	40	40	125	0	75264
Layout Cache Summary	449	44	40	40	5	1	4480
Native Actual Presentation Latency	449	0	0	0	43737792	0	0
Native Display Link Target Latency	449	0	0	0	10404958	0	0
Native Event Handler Latency	449	0	0	0	85208	0	0
Native Frame Queue Latency	449	0	0	0	2036000	0	0
Native GPU Terminal Observed Latency	449	0	0	0	10474458	0	0
Native Presentation Callback Lag	449	0	0	0	250125	0	0
Native Presented Handler Latency	449	0	0	0	43988041	0	0
Native Submission Latency	449	0	0	0	70666	0	0
Native Target Presentation Latency	449	0	0	0	43738208	0	0
Native Terminal Record Latency	449	0	0	0	10476250	0	0
State Mutation Complete	449	0	40	40	1	1	43
Text Summary	449	44	40	40	3	0	1
Visible Layout Begin	449	44	40	40	0	0	0
Visible Layout Complete	449	44	40	40	6	0	0
Event Dispatch Begin	450	0	40	40	8	43	0
State Mutation Complete	450	0	40	40	0	0	43
Event Dispatch Begin	451	0	40	40	1	43	0
State Mutation Complete	451	0	40	40	0	0	43
Event Dispatch Begin	452	0	40	40	8	43	0
State Mutation Complete	452	0	40	40	0	0	43
Event Dispatch Begin	453	0	40	40	1	43	0
State Mutation Complete	453	0	40	40	0	0	43
Event Dispatch Begin	454	0	40	40	8	43	0
State Mutation Complete	454	0	40	40	0	0	43
Event Dispatch Begin	455	0	40	40	1	43	0
State Mutation Complete	455	0	40	40	0	0	43
Event Dispatch Begin	456	0	40	40	8	43	0
State Mutation Complete	456	0	40	40	0	0	43
Event Dispatch Begin	457	0	40	40	1	43	0
State Mutation Complete	457	0	40	40	0	0	43
Event Dispatch Begin	458	0	40	40	8	43	0
State Mutation Complete	458	0	40	40	0	0	43
Atlas Publication Begin	459	45	41	41	114	0	0
Atlas Publication Complete	459	45	41	41	2	6144	1
Event Dispatch Begin	459	0	40	40	5	43	0
Frame Build Begin	459	45	41	41	1148190720	1141309440	0
Frame Build Complete	459	45	41	41	120	114	0
Glyph Atlas Summary	459	45	41	41	125	1	75264
Layout Cache Summary	459	45	41	41	5	1	4544
State Mutation Complete	459	0	41	41	1	1	44
Text Summary	459	45	41	41	3	1	1
Visible Layout Begin	459	45	41	41	0	0	0
Visible Layout Complete	459	45	41	41	6	0	0
Event Dispatch Begin	460	0	41	41	8	44	0
State Mutation Complete	460	0	41	41	0	0	44
Event Dispatch Begin	461	0	41	41	1	44	0
State Mutation Complete	461	0	41	41	0	0	44
Event Dispatch Begin	462	0	41	41	8	44	0
State Mutation Complete	462	0	41	41	0	0	44
Event Dispatch Begin	463	0	41	41	1	44	0
State Mutation Complete	463	0	41	41	0	0	44
Event Dispatch Begin	464	0	41	41	8	44	0
State Mutation Complete	464	0	41	41	0	0	44
Event Dispatch Begin	465	0	41	41	1	44	0
State Mutation Complete	465	0	41	41	0	0	44
Event Dispatch Begin	466	0	41	41	8	44	0
State Mutation Complete	466	0	41	41	0	0	44
Event Dispatch Begin	467	0	41	41	1	44	0
State Mutation Complete	467	0	41	41	0	0	44
Event Dispatch Begin	468	0	41	41	8	44	0
State Mutation Complete	468	0	41	41	0	0	44
Atlas Publication Begin	469	46	42	42	115	0	0
Atlas Publication Complete	469	46	42	42	0	0	0
Event Dispatch Begin	469	0	41	41	5	44	0
Frame Build Begin	469	46	42	42	1148190720	1141309440	0
Frame Build Complete	469	46	42	42	121	115	0
Glyph Atlas Summary	469	46	42	42	127	0	75264
Layout Cache Summary	469	46	42	42	5	1	4608
State Mutation Complete	469	0	42	42	1	1	45
Text Summary	469	46	42	42	3	0	1
Visible Layout Begin	469	46	42	42	0	0	0
Visible Layout Complete	469	46	42	42	6	0	0
Event Dispatch Begin	470	0	42	42	8	45	0
State Mutation Complete	470	0	42	42	0	0	45
Event Dispatch Begin	471	0	42	42	1	45	0
State Mutation Complete	471	0	42	42	0	0	45
Event Dispatch Begin	472	0	42	42	8	45	0
State Mutation Complete	472	0	42	42	0	0	45
Event Dispatch Begin	473	0	42	42	1	45	0
State Mutation Complete	473	0	42	42	0	0	45
Event Dispatch Begin	474	0	42	42	8	45	0
State Mutation Complete	474	0	42	42	0	0	45
Event Dispatch Begin	475	0	42	42	1	45	0
State Mutation Complete	475	0	42	42	0	0	45
Event Dispatch Begin	476	0	42	42	8	45	0
State Mutation Complete	476	0	42	42	0	0	45
Event Dispatch Begin	477	0	42	42	1	45	0
State Mutation Complete	477	0	42	42	0	0	45
Event Dispatch Begin	478	0	42	42	8	45	0
State Mutation Complete	478	0	42	42	0	0	45
Atlas Publication Begin	479	47	43	43	116	0	0
Atlas Publication Complete	479	47	43	43	0	0	0
Event Dispatch Begin	479	0	42	42	5	45	0
Frame Build Begin	479	47	43	43	1148190720	1141309440	0
Frame Build Complete	479	47	43	43	122	116	0
Glyph Atlas Summary	479	47	43	43	128	0	75264
Layout Cache Summary	479	47	43	43	5	1	4672
Native Actual Presentation Latency	479	0	0	0	43556458	0	0
Native Display Link Target Latency	479	0	0	0	10223625	0	0
Native Event Handler Latency	479	0	0	0	41125	0	0
Native Frame Queue Latency	479	0	0	0	1910541	0	0
Native GPU Terminal Observed Latency	479	0	0	0	10295125	0	0
Native Presentation Callback Lag	479	0	0	0	222667	0	0
Native Presented Handler Latency	479	0	0	0	43779250	0	0
Native Submission Latency	479	0	0	0	152292	0	0
Native Target Presentation Latency	479	0	0	0	43556875	0	0
Native Terminal Record Latency	479	0	0	0	10296666	0	0
State Mutation Complete	479	0	43	43	1	1	46
Text Summary	479	47	43	43	3	0	1
Visible Layout Begin	479	47	43	43	0	0	0
Visible Layout Complete	479	47	43	43	6	0	0
