stage	event	scene	document	buffer	a	b	c
Event Dispatch Begin	201	0	10	10	8	12	0
State Mutation Complete	201	0	10	10	0	0	12
Atlas Publication Begin	202	16	11	11	88	0	0
Atlas Publication Complete	202	16	11	11	0	0	0
Event Dispatch Begin	202	0	10	10	5	12	0
Frame Build Begin	202	16	11	11	1148190720	1141309440	0
Frame Build Complete	202	16	11	11	94	88	0
Glyph Atlas Summary	202	16	11	11	99	0	75264
Layout Cache Summary	202	16	11	11	4	1	3392
State Mutation Complete	202	0	11	11	1	1	13
Text Summary	202	16	11	11	3	0	1
Visible Layout Begin	202	16	11	11	0	0	0
Visible Layout Complete	202	16	11	11	5	0	0
Event Dispatch Begin	203	0	11	11	8	13	0
State Mutation Complete	203	0	11	11	0	0	13
Event Dispatch Begin	204	0	11	11	1	13	0
State Mutation Complete	204	0	11	11	0	0	13
Event Dispatch Begin	205	0	11	11	8	13	0
State Mutation Complete	205	0	11	11	0	0	13
Event Dispatch Begin	206	0	11	11	1	13	0
State Mutation Complete	206	0	11	11	0	0	13
Event Dispatch Begin	207	0	11	11	8	13	0
State Mutation Complete	207	0	11	11	0	0	13
Event Dispatch Begin	208	0	11	11	1	13	0
State Mutation Complete	208	0	11	11	0	0	13
Event Dispatch Begin	209	0	11	11	8	13	0
State Mutation Complete	209	0	11	11	0	0	13
Event Dispatch Begin	210	0	11	11	1	13	0
State Mutation Complete	210	0	11	11	0	0	13
Event Dispatch Begin	211	0	11	11	8	13	0
State Mutation Complete	211	0	11	11	0	0	13
Atlas Publication Begin	212	17	12	12	89	0	0
Atlas Publication Complete	212	17	12	12	0	0	0
Event Dispatch Begin	212	0	11	11	5	13	0
Frame Build Begin	212	17	12	12	1148190720	1141309440	0
Frame Build Complete	212	17	12	12	95	89	0
Glyph Atlas Summary	212	17	12	12	100	0	75264
Layout Cache Summary	212	17	12	12	4	1	3456
Native Event Handler Latency	212	0	0	0	39583	0	0
Native Frame Queue Latency	212	0	0	0	12517208	0	0
Native GPU Terminal Observed Latency	212	0	0	0	21060875	0	0
Native Submission Latency	212	0	0	0	62792	0	0
Native Terminal Record Latency	212	0	0	0	29222208	0	0
State Mutation Complete	212	0	12	12	1	1	14
Text Summary	212	17	12	12	3	0	1
Visible Layout Begin	212	17	12	12	0	0	0
Visible Layout Complete	212	17	12	12	5	0	0
Event Dispatch Begin	213	0	12	12	8	14	0
State Mutation Complete	213	0	12	12	0	0	14
Event Dispatch Begin	214	0	12	12	1	14	0
State Mutation Complete	214	0	12	12	0	0	14
Event Dispatch Begin	215	0	12	12	8	14	0
State Mutation Complete	215	0	12	12	0	0	14
Event Dispatch Begin	216	0	12	12	1	14	0
State Mutation Complete	216	0	12	12	0	0	14
Event Dispatch Begin	217	0	12	12	8	14	0
State Mutation Complete	217	0	12	12	0	0	14
Event Dispatch Begin	218	0	12	12	1	14	0
State Mutation Complete	218	0	12	12	0	0	14
Event Dispatch Begin	219	0	12	12	8	14	0
State Mutation Complete	219	0	12	12	0	0	14
Event Dispatch Begin	220	0	12	12	1	14	0
State Mutation Complete	220	0	12	12	0	0	14
Event Dispatch Begin	221	0	12	12	8	14	0
State Mutation Complete	221	0	12	12	0	0	14
Atlas Publication Begin	222	18	13	13	90	0	0
Atlas Publication Complete	222	18	13	13	2	5888	1
Event Dispatch Begin	222	0	12	12	5	14	0
Frame Build Begin	222	18	13	13	1148190720	1141309440	0
Frame Build Complete	222	18	13	13	96	90	0
Glyph Atlas Summary	222	18	13	13	100	1	75264
Layout Cache Summary	222	18	13	13	4	1	3520
State Mutation Complete	222	0	13	13	1	1	15
Text Summary	222	18	13	13	3	1	1
Visible Layout Begin	222	18	13	13	0	0	0
Visible Layout Complete	222	18	13	13	5	0	0
Event Dispatch Begin	223	0	13	13	8	15	0
State Mutation Complete	223	0	13	13	0	0	15
Event Dispatch Begin	224	0	13	13	1	15	0
State Mutation Complete	224	0	13	13	0	0	15
Event Dispatch Begin	225	0	13	13	8	15	0
State Mutation Complete	225	0	13	13	0	0	15
Event Dispatch Begin	226	0	13	13	1	15	0
State Mutation Complete	226	0	13	13	0	0	15
Event Dispatch Begin	227	0	13	13	8	15	0
State Mutation Complete	227	0	13	13	0	0	15
Event Dispatch Begin	228	0	13	13	1	15	0
State Mutation Complete	228	0	13	13	0	0	15
Event Dispatch Begin	229	0	13	13	8	15	0
State Mutation Complete	229	0	13	13	0	0	15
Event Dispatch Begin	230	0	13	13	1	15	0
State Mutation Complete	230	0	13	13	0	0	15
Event Dispatch Begin	231	0	13	13	8	15	0
State Mutation Complete	231	0	13	13	0	0	15
Atlas Publication Begin	232	19	14	14	91	0	0
Atlas Publication Complete	232	19	14	14	2	6144	1
Event Dispatch Begin	232	0	13	13	5	15	0
Frame Build Begin	232	19	14	14	1148190720	1141309440	0
Frame Build Complete	232	19	14	14	97	91	0
Glyph Atlas Summary	232	19	14	14	101	1	75264
Layout Cache Summary	232	19	14	14	4	1	3584
State Mutation Complete	232	0	14	14	1	1	16
Text Summary	232	19	14	14	3	1	1
Visible Layout Begin	232	19	14	14	0	0	0
Visible Layout Complete	232	19	14	14	5	0	0
Event Dispatch Begin	233	0	14	14	8	16	0
State Mutation Complete	233	0	14	14	0	0	16
Event Dispatch Begin	234	0	14	14	1	16	0
State Mutation Complete	234	0	14	14	0	0	16
Event Dispatch Begin	235	0	14	14	8	16	0
State Mutation Complete	235	0	14	14	0	0	16
Event Dispatch Begin	236	0	14	14	1	16	0
State Mutation Complete	236	0	14	14	0	0	16
Event Dispatch Begin	237	0	14	14	8	16	0
State Mutation Complete	237	0	14	14	0	0	16
Event Dispatch Begin	238	0	14	14	1	16	0
State Mutation Complete	238	0	14	14	0	0	16
Event Dispatch Begin	239	0	14	14	8	16	0
State Mutation Complete	239	0	14	14	0	0	16
Event Dispatch Begin	240	0	14	14	1	16	0
State Mutation Complete	240	0	14	14	0	0	16
Event Dispatch Begin	241	0	14	14	8	16	0
State Mutation Complete	241	0	14	14	0	0	16
Atlas Publication Begin	242	20	15	15	92	0	0
Atlas Publication Complete	242	20	15	15	0	0	0
Event Dispatch Begin	242	0	14	14	5	16	0
Frame Build Begin	242	20	15	15	1148190720	1141309440	0
Frame Build Complete	242	20	15	15	98	92	0
Glyph Atlas Summary	242	20	15	15	103	0	75264
Layout Cache Summary	242	20	15	15	4	1	3648
State Mutation Complete	242	0	15	15	1	1	17
Text Summary	242	20	15	15	3	0	1
Visible Layout Begin	242	20	15	15	0	0	0
Visible Layout Complete	242	20	15	15	5	0	0
Event Dispatch Begin	243	0	15	15	8	17	0
State Mutation Complete	243	0	15	15	0	0	17
Event Dispatch Begin	244	0	15	15	1	17	0
State Mutation Complete	244	0	15	15	0	0	17
Event Dispatch Begin	245	0	15	15	8	17	0
State Mutation Complete	245	0	15	15	0	0	17
Event Dispatch Begin	246	0	15	15	1	17	0
State Mutation Complete	246	0	15	15	0	0	17
Event Dispatch Begin	247	0	15	15	8	17	0
State Mutation Complete	247	0	15	15	0	0	17
Event Dispatch Begin	248	0	15	15	1	17	0
State Mutation Complete	248	0	15	15	0	0	17
Event Dispatch Begin	249	0	15	15	8	17	0
State Mutation Complete	249	0	15	15	0	0	17
Event Dispatch Begin	250	0	15	15	1	17	0
State Mutation Complete	250	0	15	15	0	0	17
Event Dispatch Begin	251	0	15	15	8	17	0
State Mutation Complete	251	0	15	15	0	0	17
Atlas Publication Begin	252	21	16	16	93	0	0
Atlas Publication Complete	252	21	16	16	0	0	0
Event Dispatch Begin	252	0	15	15	5	17	0
Frame Build Begin	252	21	16	16	1148190720	1141309440	0
Frame Build Complete	252	21	16	16	99	93	0
Glyph Atlas Summary	252	21	16	16	104	0	75264
Layout Cache Summary	252	21	16	16	4	1	3712
State Mutation Complete	252	0	16	16	1	1	18
Text Summary	252	21	16	16	3	0	1
Visible Layout Begin	252	21	16	16	0	0	0
Visible Layout Complete	252	21	16	16	5	0	0
Event Dispatch Begin	253	0	16	16	8	18	0
State Mutation Complete	253	0	16	16	0	0	18
Event Dispatch Begin	254	0	16	16	1	18	0
State Mutation Complete	254	0	16	16	0	0	18
Event Dispatch Begin	255	0	16	16	8	18	0
State Mutation Complete	255	0	16	16	0	0	18
Event Dispatch Begin	256	0	16	16	1	18	0
State Mutation Complete	256	0	16	16	0	0	18
Event Dispatch Begin	257	0	16	16	8	18	0
State Mutation Complete	257	0	16	16	0	0	18
Event Dispatch Begin	258	0	16	16	1	18	0
State Mutation Complete	258	0	16	16	0	0	18
Event Dispatch Begin	259	0	16	16	8	18	0
State Mutation Complete	259	0	16	16	0	0	18
Event Dispatch Begin	260	0	16	16	1	18	0
State Mutation Complete	260	0	16	16	0	0	18
Event Dispatch Begin	261	0	16	16	8	18	0
State Mutation Complete	261	0	16	16	0	0	18
Atlas Publication Begin	262	22	17	17	94	0	0
Atlas Publication Complete	262	22	17	17	0	0	0
Event Dispatch Begin	262	0	16	16	5	18	0
Frame Build Begin	262	22	17	17	1148190720	1141309440	0
Frame Build Complete	262	22	17	17	100	94	0
Glyph Atlas Summary	262	22	17	17	105	0	75264
Layout Cache Summary	262	22	17	17	4	1	3776
Native Event Handler Latency	262	0	0	0	36708	0	0
Native Frame Queue Latency	262	0	0	0	11976542	0	0
Native GPU Terminal Observed Latency	262	0	0	0	20338333	0	0
Native Submission Latency	262	0	0	0	84666	0	0
Native Terminal Record Latency	262	0	0	0	20339083	0	0
State Mutation Complete	262	0	17	17	1	1	19
Text Summary	262	22	17	17	3	0	1
Visible Layout Begin	262	22	17	17	0	0	0
Visible Layout Complete	262	22	17	17	5	0	0
Event Dispatch Begin	263	0	17	17	8	19	0
State Mutation Complete	263	0	17	17	0	0	19
Event Dispatch Begin	264	0	17	17	1	19	0
State Mutation Complete	264	0	17	17	0	0	19
Event Dispatch Begin	265	0	17	17	8	19	0
State Mutation Complete	265	0	17	17	0	0	19
Event Dispatch Begin	266	0	17	17	1	19	0
State Mutation Complete	266	0	17	17	0	0	19
Event Dispatch Begin	267	0	17	17	8	19	0
State Mutation Complete	267	0	17	17	0	0	19
Event Dispatch Begin	268	0	17	17	1	19	0
State Mutation Complete	268	0	17	17	0	0	19
Event Dispatch Begin	269	0	17	17	8	19	0
State Mutation Complete	269	0	17	17	0	0	19
Event Dispatch Begin	270	0	17	17	1	19	0
State Mutation Complete	270	0	17	17	0	0	19
Event Dispatch Begin	271	0	17	17	8	19	0
State Mutation Complete	271	0	17	17	0	0	19
Atlas Publication Begin	272	23	18	18	95	0	0
Atlas Publication Complete	272	23	18	18	0	0	0
Event Dispatch Begin	272	0	17	17	5	19	0
Frame Build Begin	272	23	18	18	1148190720	1141309440	0
Frame Build Complete	272	23	18	18	101	95	0
Glyph Atlas Summary	272	23	18	18	106	0	75264
Layout Cache Summary	272	23	18	18	4	1	3840
State Mutation Complete	272	0	18	18	1	1	20
Text Summary	272	23	18	18	3	0	1
Visible Layout Begin	272	23	18	18	0	0	0
Visible Layout Complete	272	23	18	18	5	0	0
Event Dispatch Begin	273	0	18	18	8	20	0
State Mutation Complete	273	0	18	18	0	0	20
Event Dispatch Begin	274	0	18	18	1	20	0
State Mutation Complete	274	0	18	18	0	0	20
Event Dispatch Begin	275	0	18	18	8	20	0
State Mutation Complete	275	0	18	18	0	0	20
Event Dispatch Begin	276	0	18	18	1	20	0
State Mutation Complete	276	0	18	18	0	0	20
Event Dispatch Begin	277	0	18	18	8	20	0
State Mutation Complete	277	0	18	18	0	0	20
Event Dispatch Begin	278	0	18	18	1	20	0
State Mutation Complete	278	0	18	18	0	0	20
Event Dispatch Begin	279	0	18	18	8	20	0
State Mutation Complete	279	0	18	18	0	0	20
Event Dispatch Begin	280	0	18	18	1	20	0
State Mutation Complete	280	0	18	18	0	0	20
Event Dispatch Begin	281	0	18	18	8	20	0
State Mutation Complete	281	0	18	18	0	0	20
Atlas Publication Begin	282	24	19	19	96	0	0
Atlas Publication Complete	282	24	19	19	0	0	0
Event Dispatch Begin	282	0	18	18	5	20	0
Frame Build Begin	282	24	19	19	1148190720	1141309440	0
Frame Build Complete	282	24	19	19	102	96	0
Glyph Atlas Summary	282	24	19	19	107	0	75264
Layout Cache Summary	282	24	19	19	4	1	3904
State Mutation Complete	282	0	19	19	1	1	21
Text Summary	282	24	19	19	3	0	1
Visible Layout Begin	282	24	19	19	0	0	0
Visible Layout Complete	282	24	19	19	5	0	0
Event Dispatch Begin	283	0	19	19	8	21	0
State Mutation Complete	283	0	19	19	0	0	21
Event Dispatch Begin	284	0	19	19	1	21	0
State Mutation Complete	284	0	19	19	0	0	21
Event Dispatch Begin	285	0	19	19	8	21	0
State Mutation Complete	285	0	19	19	0	0	21
Event Dispatch Begin	286	0	19	19	1	21	0
State Mutation Complete	286	0	19	19	0	0	21
Event Dispatch Begin	287	0	19	19	8	21	0
State Mutation Complete	287	0	19	19	0	0	21
Event Dispatch Begin	288	0	19	19	1	21	0
State Mutation Complete	288	0	19	19	0	0	21
Event Dispatch Begin	289	0	19	19	8	21	0
State Mutation Complete	289	0	19	19	0	0	21
Event Dispatch Begin	290	0	19	19	1	21	0
State Mutation Complete	290	0	19	19	0	0	21
Event Dispatch Begin	291	0	19	19	8	21	0
State Mutation Complete	291	0	19	19	0	0	21
Atlas Publication Begin	292	25	20	20	96	0	0
Atlas Publication Complete	292	25	20	20	0	0	0
Event Dispatch Begin	292	0	19	19	5	21	0
Frame Build Begin	292	25	20	20	1148190720	1141309440	0
Frame Build Complete	292	25	20	20	102	96	0
Glyph Atlas Summary	292	25	20	20	108	0	75264
Layout Cache Summary	292	25	20	20	4	1	3968
State Mutation Complete	292	0	20	20	1	1	22
Text Summary	292	25	20	20	3	0	1
Visible Layout Begin	292	25	20	20	0	0	0
Visible Layout Complete	292	25	20	20	5	0	0
Event Dispatch Begin	293	0	20	20	8	22	0
State Mutation Complete	293	0	20	20	0	0	22
Event Dispatch Begin	294	0	20	20	1	22	0
State Mutation Complete	294	0	20	20	0	0	22
Event Dispatch Begin	295	0	20	20	8	22	0
State Mutation Complete	295	0	20	20	0	0	22
Event Dispatch Begin	296	0	20	20	1	22	0
State Mutation Complete	296	0	20	20	0	0	22
Event Dispatch Begin	297	0	20	20	8	22	0
State Mutation Complete	297	0	20	20	0	0	22
Event Dispatch Begin	298	0	20	20	1	22	0
State Mutation Complete	298	0	20	20	0	0	22
Event Dispatch Begin	299	0	20	20	8	22	0
State Mutation Complete	299	0	20	20	0	0	22
Event Dispatch Begin	300	0	20	20	1	22	0
State Mutation Complete	300	0	20	20	0	0	22
Event Dispatch Begin	301	0	20	20	8	22	0
State Mutation Complete	301	0	20	20	0	0	22
Atlas Publication Begin	302	26	21	21	97	0	0
Atlas Publication Complete	302	26	21	21	0	0	0
Event Dispatch Begin	302	0	20	20	5	22	0
Frame Build Begin	302	26	21	21	1148190720	1141309440	0
Frame Build Complete	302	26	21	21	103	97	0
Glyph Atlas Summary	302	26	21	21	109	0	75264
Layout Cache Summary	302	26	21	21	4	1	4032
State Mutation Complete	302	0	21	21	1	1	23
Text Summary	302	26	21	21	3	0	1
Visible Layout Begin	302	26	21	21	0	0	0
Visible Layout Complete	302	26	21	21	5	0	0
Event Dispatch Begin	303	0	21	21	8	23	0
State Mutation Complete	303	0	21	21	0	0	23
Event Dispatch Begin	304	0	21	21	1	23	0
State Mutation Complete	304	0	21	21	0	0	23
Event Dispatch Begin	305	0	21	21	8	23	0
State Mutation Complete	305	0	21	21	0	0	23
Event Dispatch Begin	306	0	21	21	1	23	0
State Mutation Complete	306	0	21	21	0	0	23
Event Dispatch Begin	307	0	21	21	8	23	0
State Mutation Complete	307	0	21	21	0	0	23
Event Dispatch Begin	308	0	21	21	1	23	0
State Mutation Complete	308	0	21	21	0	0	23
Event Dispatch Begin	309	0	21	21	8	23	0
State Mutation Complete	309	0	21	21	0	0	23
Event Dispatch Begin	310	0	21	21	1	23	0
State Mutation Complete	310	0	21	21	0	0	23
Event Dispatch Begin	311	0	21	21	8	23	0
State Mutation Complete	311	0	21	21	0	0	23
Atlas Publication Begin	312	27	22	22	98	0	0
Atlas Publication Complete	312	27	22	22	0	0	0
Event Dispatch Begin	312	0	21	21	5	23	0
Frame Build Begin	312	27	22	22	1148190720	1141309440	0
Frame Build Complete	312	27	22	22	104	98	0
Glyph Atlas Summary	312	27	22	22	110	0	75264
Layout Cache Summary	312	27	22	22	4	1	4096
Native Event Handler Latency	312	0	0	0	57209	0	0
Native Frame Queue Latency	312	0	0	0	4069333	0	0
Native GPU Terminal Observed Latency	312	0	0	0	12431250	0	0
Native Submission Latency	312	0	0	0	83083	0	0
Native Terminal Record Latency	312	0	0	0	12431875	0	0
State Mutation Complete	312	0	22	22	1	1	24
Text Summary	312	27	22	22	3	0	1
Visible Layout Begin	312	27	22	22	0	0	0
Visible Layout Complete	312	27	22	22	5	0	0
Event Dispatch Begin	313	0	22	22	8	24	0
State Mutation Complete	313	0	22	22	0	0	24
Event Dispatch Begin	314	0	22	22	1	24	0
State Mutation Complete	314	0	22	22	0	0	24
Event Dispatch Begin	315	0	22	22	8	24	0
State Mutation Complete	315	0	22	22	0	0	24
Event Dispatch Begin	316	0	22	22	1	24	0
State Mutation Complete	316	0	22	22	0	0	24
Event Dispatch Begin	317	0	22	22	8	24	0
State Mutation Complete	317	0	22	22	0	0	24
Event Dispatch Begin	318	0	22	22	1	24	0
State Mutation Complete	318	0	22	22	0	0	24
Event Dispatch Begin	319	0	22	22	8	24	0
State Mutation Complete	319	0	22	22	0	0	24
Event Dispatch Begin	320	0	22	22	1	24	0
State Mutation Complete	320	0	22	22	0	0	24
Event Dispatch Begin	321	0	22	22	8	24	0
State Mutation Complete	321	0	22	22	0	0	24
Atlas Publication Begin	322	28	23	23	99	0	0
Atlas Publication Complete	322	28	23	23	0	0	0
Event Dispatch Begin	322	0	22	22	5	24	0
Frame Build Begin	322	28	23	23	1148190720	1141309440	0
Frame Build Complete	322	28	23	23	105	99	0
Glyph Atlas Summary	322	28	23	23	111	0	75264
Layout Cache Summary	322	28	23	23	4	1	4160
State Mutation Complete	322	0	23	23	1	1	25
Text Summary	322	28	23	23	3	0	1
Visible Layout Begin	322	28	23	23	0	0	0
Visible Layout Complete	322	28	23	23	5	0	0
Event Dispatch Begin	323	0	23	23	8	25	0
State Mutation Complete	323	0	23	23	0	0	25
Event Dispatch Begin	324	0	23	23	1	25	0
State Mutation Complete	324	0	23	23	0	0	25
Event Dispatch Begin	325	0	23	23	8	25	0
State Mutation Complete	325	0	23	23	0	0	25
Event Dispatch Begin	326	0	23	23	1	25	0
State Mutation Complete	326	0	23	23	0	0	25
Event Dispatch Begin	327	0	23	23	8	25	0
State Mutation Complete	327	0	23	23	0	0	25
Event Dispatch Begin	328	0	23	23	1	25	0
State Mutation Complete	328	0	23	23	0	0	25
Event Dispatch Begin	329	0	23	23	8	25	0
State Mutation Complete	329	0	23	23	0	0	25
Event Dispatch Begin	330	0	23	23	1	25	0
State Mutation Complete	330	0	23	23	0	0	25
Event Dispatch Begin	331	0	23	23	8	25	0
State Mutation Complete	331	0	23	23	0	0	25
Atlas Publication Begin	332	29	24	24	100	0	0
Atlas Publication Complete	332	29	24	24	0	0	0
Event Dispatch Begin	332	0	23	23	5	25	0
Frame Build Begin	332	29	24	24	1148190720	1141309440	0
Frame Build Complete	332	29	24	24	106	100	0
Glyph Atlas Summary	332	29	24	24	112	0	75264
Layout Cache Summary	332	29	24	24	4	1	4224
State Mutation Complete	332	0	24	24	1	1	26
Text Summary	332	29	24	24	3	0	1
Visible Layout Begin	332	29	24	24	0	0	0
Visible Layout Complete	332	29	24	24	5	0	0
Event Dispatch Begin	333	0	24	24	8	26	0
State Mutation Complete	333	0	24	24	0	0	26
Event Dispatch Begin	334	0	24	24	1	26	0
State Mutation Complete	334	0	24	24	0	0	26
Event Dispatch Begin	335	0	24	24	8	26	0
State Mutation Complete	335	0	24	24	0	0	26
Event Dispatch Begin	336	0	24	24	1	26	0
State Mutation Complete	336	0	24	24	0	0	26
Event Dispatch Begin	337	0	24	24	8	26	0
State Mutation Complete	337	0	24	24	0	0	26
Event Dispatch Begin	338	0	24	24	1	26	0
State Mutation Complete	338	0	24	24	0	0	26
Event Dispatch Begin	339	0	24	24	8	26	0
State Mutation Complete	339	0	24	24	0	0	26
Event Dispatch Begin	340	0	24	24	1	26	0
State Mutation Complete	340	0	24	24	0	0	26
Event Dispatch Begin	341	0	24	24	8	26	0
State Mutation Complete	341	0	24	24	0	0	26
Atlas Publication Begin	342	30	25	25	101	0	0
Atlas Publication Complete	342	30	25	25	0	0	0
Event Dispatch Begin	342	0	24	24	5	26	0
Frame Build Begin	342	30	25	25	1148190720	1141309440	0
Frame Build Complete	342	30	25	25	107	101	0
Glyph Atlas Summary	342	30	25	25	113	0	75264
Layout Cache Summary	342	30	25	25	4	1	4288
State Mutation Complete	342	0	25	25	1	1	27
Text Summary	342	30	25	25	3	0	1
Visible Layout Begin	342	30	25	25	0	0	0
Visible Layout Complete	342	30	25	25	5	0	0
Event Dispatch Begin	343	0	25	25	8	27	0
State Mutation Complete	343	0	25	25	0	0	27
Event Dispatch Begin	344	0	25	25	1	27	0
State Mutation Complete	344	0	25	25	0	0	27
Event Dispatch Begin	345	0	25	25	8	27	0
State Mutation Complete	345	0	25	25	0	0	27
Event Dispatch Begin	346	0	25	25	1	27	0
State Mutation Complete	346	0	25	25	0	0	27
Event Dispatch Begin	347	0	25	25	8	27	0
State Mutation Complete	347	0	25	25	0	0	27
Event Dispatch Begin	348	0	25	25	1	27	0
State Mutation Complete	348	0	25	25	0	0	27
Event Dispatch Begin	349	0	25	25	8	27	0
State Mutation Complete	349	0	25	25	0	0	27
Event Dispatch Begin	350	0	25	25	1	27	0
State Mutation Complete	350	0	25	25	0	0	27
Event Dispatch Begin	351	0	25	25	8	27	0
State Mutation Complete	351	0	25	25	0	0	27
Atlas Publication Begin	352	31	26	26	102	0	0
Atlas Publication Complete	352	31	26	26	0	0	0
Event Dispatch Begin	352	0	25	25	5	27	0
Frame Build Begin	352	31	26	26	1148190720	1141309440	0
Frame Build Complete	352	31	26	26	108	102	0
Glyph Atlas Summary	352	31	26	26	114	0	75264
Layout Cache Summary	352	31	26	26	4	1	4352
State Mutation Complete	352	0	26	26	1	1	28
Text Summary	352	31	26	26	3	0	1
Visible Layout Begin	352	31	26	26	0	0	0
Visible Layout Complete	352	31	26	26	5	0	0
Event Dispatch Begin	353	0	26	26	8	28	0
State Mutation Complete	353	0	26	26	0	0	28
Event Dispatch Begin	354	0	26	26	1	28	0
State Mutation Complete	354	0	26	26	0	0	28
Event Dispatch Begin	355	0	26	26	8	28	0
State Mutation Complete	355	0	26	26	0	0	28
Event Dispatch Begin	356	0	26	26	1	28	0
State Mutation Complete	356	0	26	26	0	0	28
Event Dispatch Begin	357	0	26	26	8	28	0
State Mutation Complete	357	0	26	26	0	0	28
Event Dispatch Begin	358	0	26	26	1	28	0
State Mutation Complete	358	0	26	26	0	0	28
Event Dispatch Begin	359	0	26	26	8	28	0
State Mutation Complete	359	0	26	26	0	0	28
Event Dispatch Begin	360	0	26	26	1	28	0
State Mutation Complete	360	0	26	26	0	0	28
Event Dispatch Begin	361	0	26	26	8	28	0
State Mutation Complete	361	0	26	26	0	0	28
Atlas Publication Begin	362	32	27	27	103	0	0
Atlas Publication Complete	362	32	27	27	0	0	0
Event Dispatch Begin	362	0	26	26	5	28	0
Frame Build Begin	362	32	27	27	1148190720	1141309440	0
Frame Build Complete	362	32	27	27	109	103	0
Glyph Atlas Summary	362	32	27	27	115	0	75264
Layout Cache Summary	362	32	27	27	4	1	4416
State Mutation Complete	362	0	27	27	1	1	29
Text Summary	362	32	27	27	3	0	1
Visible Layout Begin	362	32	27	27	0	0	0
Visible Layout Complete	362	32	27	27	5	0	0
Event Dispatch Begin	363	0	27	27	8	29	0
State Mutation Complete	363	0	27	27	0	0	29
Event Dispatch Begin	364	0	27	27	1	29	0
State Mutation Complete	364	0	27	27	0	0	29
Event Dispatch Begin	365	0	27	27	8	29	0
State Mutation Complete	365	0	27	27	0	0	29
Event Dispatch Begin	366	0	27	27	1	29	0
State Mutation Complete	366	0	27	27	0	0	29
Event Dispatch Begin	367	0	27	27	8	29	0
State Mutation Complete	367	0	27	27	0	0	29
Event Dispatch Begin	368	0	27	27	1	29	0
State Mutation Complete	368	0	27	27	0	0	29
Event Dispatch Begin	369	0	27	27	8	29	0
State Mutation Complete	369	0	27	27	0	0	29
Event Dispatch Begin	370	0	27	27	1	29	0
State Mutation Complete	370	0	27	27	0	0	29
Event Dispatch Begin	371	0	27	27	8	29	0
State Mutation Complete	371	0	27	27	0	0	29
Atlas Publication Begin	372	33	28	28	103	0	0
Atlas Publication Complete	372	33	28	28	0	0	0
Event Dispatch Begin	372	0	27	27	5	29	0
Frame Build Begin	372	33	28	28	1148190720	1141309440	0
Frame Build Complete	372	33	28	28	109	103	0
Glyph Atlas Summary	372	33	28	28	116	0	75264
Layout Cache Summary	372	33	28	28	4	1	4480
State Mutation Complete	372	0	28	28	1	1	30
Text Summary	372	33	28	28	3	0	1
Visible Layout Begin	372	33	28	28	0	0	0
Visible Layout Complete	372	33	28	28	5	0	0
Event Dispatch Begin	373	0	28	28	8	30	0
State Mutation Complete	373	0	28	28	0	0	30
Event Dispatch Begin	374	0	28	28	1	30	0
State Mutation Complete	374	0	28	28	0	0	30
Event Dispatch Begin	375	0	28	28	8	30	0
State Mutation Complete	375	0	28	28	0	0	30
Event Dispatch Begin	376	0	28	28	1	30	0
State Mutation Complete	376	0	28	28	0	0	30
Event Dispatch Begin	377	0	28	28	8	30	0
State Mutation Complete	377	0	28	28	0	0	30
Event Dispatch Begin	378	0	28	28	1	30	0
State Mutation Complete	378	0	28	28	0	0	30
Event Dispatch Begin	379	0	28	28	8	30	0
State Mutation Complete	379	0	28	28	0	0	30
Event Dispatch Begin	380	0	28	28	1	30	0
State Mutation Complete	380	0	28	28	0	0	30
Event Dispatch Begin	381	0	28	28	8	30	0
State Mutation Complete	381	0	28	28	0	0	30
Atlas Publication Begin	382	34	29	29	104	0	0
Atlas Publication Complete	382	34	29	29	0	0	0
Event Dispatch Begin	382	0	28	28	5	30	0
Frame Build Begin	382	34	29	29	1148190720	1141309440	0
Frame Build Complete	382	34	29	29	110	104	0
Glyph Atlas Summary	382	34	29	29	117	0	75264
Layout Cache Summary	382	34	29	29	4	1	4544
State Mutation Complete	382	0	29	29	1	1	31
Text Summary	382	34	29	29	3	0	1
Visible Layout Begin	382	34	29	29	0	0	0
Visible Layout Complete	382	34	29	29	5	0	0
Event Dispatch Begin	383	0	29	29	8	31	0
State Mutation Complete	383	0	29	29	0	0	31
Event Dispatch Begin	384	0	29	29	1	31	0
State Mutation Complete	384	0	29	29	0	0	31
Event Dispatch Begin	385	0	29	29	8	31	0
State Mutation Complete	385	0	29	29	0	0	31
Event Dispatch Begin	386	0	29	29	1	31	0
State Mutation Complete	386	0	29	29	0	0	31
Event Dispatch Begin	387	0	29	29	8	31	0
State Mutation Complete	387	0	29	29	0	0	31
Event Dispatch Begin	388	0	29	29	1	31	0
State Mutation Complete	388	0	29	29	0	0	31
Event Dispatch Begin	389	0	29	29	8	31	0
State Mutation Complete	389	0	29	29	0	0	31
Event Dispatch Begin	390	0	29	29	1	31	0
State Mutation Complete	390	0	29	29	0	0	31
Event Dispatch Begin	391	0	29	29	8	31	0
State Mutation Complete	391	0	29	29	0	0	31
Atlas Publication Begin	392	35	30	30	105	0	0
Atlas Publication Complete	392	35	30	30	2	6144	1
Event Dispatch Begin	392	0	29	29	5	31	0
Frame Build Begin	392	35	30	30	1148190720	1141309440	0
Frame Build Complete	392	35	30	30	111	105	0
Glyph Atlas Summary	392	35	30	30	117	1	75264
