stage	event	scene	document	buffer	a	b	c
Visible Layout Complete	198	17	16	16	1	0	0
Event Dispatch Begin	199	0	16	16	8	17	0
State Mutation Complete	199	0	16	16	0	0	17
Event Dispatch Begin	200	0	16	16	1	17	0
State Mutation Complete	200	0	16	16	0	0	17
Event Dispatch Begin	201	0	16	16	8	17	0
State Mutation Complete	201	0	16	16	0	0	17
Event Dispatch Begin	202	0	16	16	1	17	0
State Mutation Complete	202	0	16	16	0	0	17
Event Dispatch Begin	203	0	16	16	8	17	0
State Mutation Complete	203	0	16	16	0	0	17
Event Dispatch Begin	204	0	16	16	1	17	0
State Mutation Complete	204	0	16	16	0	0	17
Event Dispatch Begin	205	0	16	16	8	17	0
State Mutation Complete	205	0	16	16	0	0	17
Event Dispatch Begin	206	0	16	16	1	17	0
State Mutation Complete	206	0	16	16	0	0	17
Event Dispatch Begin	207	0	16	16	8	17	0
State Mutation Complete	207	0	16	16	0	0	17
Atlas Publication Begin	208	18	17	17	29	0	0
Atlas Publication Complete	208	18	17	17	0	0	0
Event Dispatch Begin	208	0	16	16	5	17	0
Frame Build Begin	208	18	17	17	1148190720	1141309440	0
Frame Build Complete	208	18	17	17	34	29	0
Glyph Atlas Summary	208	18	17	17	29	0	70400
Layout Cache Summary	208	18	17	17	0	1	1888
State Mutation Complete	208	0	17	17	1	1	18
Text Summary	208	18	17	17	2	0	1
Visible Layout Begin	208	18	17	17	0	0	0
Visible Layout Complete	208	18	17	17	1	0	0
Event Dispatch Begin	209	0	17	17	8	18	0
State Mutation Complete	209	0	17	17	0	0	18
Event Dispatch Begin	210	0	17	17	1	18	0
State Mutation Complete	210	0	17	17	0	0	18
Event Dispatch Begin	211	0	17	17	8	18	0
State Mutation Complete	211	0	17	17	0	0	18
Event Dispatch Begin	212	0	17	17	1	18	0
State Mutation Complete	212	0	17	17	0	0	18
Event Dispatch Begin	213	0	17	17	8	18	0
State Mutation Complete	213	0	17	17	0	0	18
Event Dispatch Begin	214	0	17	17	1	18	0
State Mutation Complete	214	0	17	17	0	0	18
Event Dispatch Begin	215	0	17	17	8	18	0
State Mutation Complete	215	0	17	17	0	0	18
Event Dispatch Begin	216	0	17	17	1	18	0
State Mutation Complete	216	0	17	17	0	0	18
Event Dispatch Begin	217	0	17	17	8	18	0
State Mutation Complete	217	0	17	17	0	0	18
Atlas Publication Begin	218	19	18	18	30	0	0
Atlas Publication Complete	218	19	18	18	0	0	0
Event Dispatch Begin	218	0	17	17	5	18	0
Frame Build Begin	218	19	18	18	1148190720	1141309440	0
Frame Build Complete	218	19	18	18	35	30	0
Glyph Atlas Summary	218	19	18	18	30	0	70400
Layout Cache Summary	218	19	18	18	0	1	1952
Native Actual Presentation Latency	218	0	0	0	48096292	0	0
Native Display Link Target Latency	218	0	0	0	14763250	0	0
Native Event Handler Latency	218	0	0	0	42708	0	0
Native Frame Queue Latency	218	0	0	0	6446125	0	0
Native GPU Terminal Observed Latency	218	0	0	0	14815833	0	0
Native Presentation Callback Lag	218	0	0	0	173917	0	0
Native Presented Handler Latency	218	0	0	0	48270541	0	0
Native Submission Latency	218	0	0	0	95500	0	0
Native Target Presentation Latency	218	0	0	0	48096500	0	0
Native Terminal Record Latency	218	0	0	0	14816750	0	0
State Mutation Complete	218	0	18	18	1	1	19
Text Summary	218	19	18	18	2	0	1
Visible Layout Begin	218	19	18	18	0	0	0
Visible Layout Complete	218	19	18	18	1	0	0
Event Dispatch Begin	219	0	18	18	8	19	0
State Mutation Complete	219	0	18	18	0	0	19
Event Dispatch Begin	220	0	18	18	1	19	0
State Mutation Complete	220	0	18	18	0	0	19
Event Dispatch Begin	221	0	18	18	8	19	0
State Mutation Complete	221	0	18	18	0	0	19
Event Dispatch Begin	222	0	18	18	1	19	0
State Mutation Complete	222	0	18	18	0	0	19
Event Dispatch Begin	223	0	18	18	8	19	0
State Mutation Complete	223	0	18	18	0	0	19
Event Dispatch Begin	224	0	18	18	1	19	0
State Mutation Complete	224	0	18	18	0	0	19
Event Dispatch Begin	225	0	18	18	8	19	0
State Mutation Complete	225	0	18	18	0	0	19
Event Dispatch Begin	226	0	18	18	1	19	0
State Mutation Complete	226	0	18	18	0	0	19
Event Dispatch Begin	227	0	18	18	8	19	0
State Mutation Complete	227	0	18	18	0	0	19
Atlas Publication Begin	228	20	19	19	31	0	0
Atlas Publication Complete	228	20	19	19	2	4608	1
Event Dispatch Begin	228	0	18	18	5	19	0
Frame Build Begin	228	20	19	19	1148190720	1141309440	0
Frame Build Complete	228	20	19	19	36	31	0
Glyph Atlas Summary	228	20	19	19	30	1	70400
Layout Cache Summary	228	20	19	19	0	1	2016
State Mutation Complete	228	0	19	19	1	1	20
Text Summary	228	20	19	19	2	1	1
Visible Layout Begin	228	20	19	19	0	0	0
Visible Layout Complete	228	20	19	19	1	0	0
Event Dispatch Begin	229	0	19	19	8	20	0
State Mutation Complete	229	0	19	19	0	0	20
Event Dispatch Begin	230	0	19	19	1	20	0
State Mutation Complete	230	0	19	19	0	0	20
Event Dispatch Begin	231	0	19	19	8	20	0
State Mutation Complete	231	0	19	19	0	0	20
Event Dispatch Begin	232	0	19	19	1	20	0
State Mutation Complete	232	0	19	19	0	0	20
Event Dispatch Begin	233	0	19	19	8	20	0
State Mutation Complete	233	0	19	19	0	0	20
Event Dispatch Begin	234	0	19	19	1	20	0
State Mutation Complete	234	0	19	19	0	0	20
Event Dispatch Begin	235	0	19	19	8	20	0
State Mutation Complete	235	0	19	19	0	0	20
Event Dispatch Begin	236	0	19	19	1	20	0
State Mutation Complete	236	0	19	19	0	0	20
Event Dispatch Begin	237	0	19	19	8	20	0
State Mutation Complete	237	0	19	19	0	0	20
Atlas Publication Begin	238	21	20	20	32	0	0
Atlas Publication Complete	238	21	20	20	0	0	0
Event Dispatch Begin	238	0	19	19	5	20	0
Frame Build Begin	238	21	20	20	1148190720	1141309440	0
Frame Build Complete	238	21	20	20	37	32	0
Glyph Atlas Summary	238	21	20	20	32	0	70400
Layout Cache Summary	238	21	20	20	0	1	2080
State Mutation Complete	238	0	20	20	1	1	21
Text Summary	238	21	20	20	2	0	1
Visible Layout Begin	238	21	20	20	0	0	0
Visible Layout Complete	238	21	20	20	1	0	0
Event Dispatch Begin	239	0	20	20	8	21	0
State Mutation Complete	239	0	20	20	0	0	21
Event Dispatch Begin	240	0	20	20	1	21	0
State Mutation Complete	240	0	20	20	0	0	21
Event Dispatch Begin	241	0	20	20	8	21	0
State Mutation Complete	241	0	20	20	0	0	21
Event Dispatch Begin	242	0	20	20	1	21	0
State Mutation Complete	242	0	20	20	0	0	21
Event Dispatch Begin	243	0	20	20	8	21	0
State Mutation Complete	243	0	20	20	0	0	21
Event Dispatch Begin	244	0	20	20	1	21	0
State Mutation Complete	244	0	20	20	0	0	21
Event Dispatch Begin	245	0	20	20	8	21	0
State Mutation Complete	245	0	20	20	0	0	21
Event Dispatch Begin	246	0	20	20	1	21	0
State Mutation Complete	246	0	20	20	0	0	21
Event Dispatch Begin	247	0	20	20	8	21	0
State Mutation Complete	247	0	20	20	0	0	21
Atlas Publication Begin	248	22	21	21	33	0	0
Atlas Publication Complete	248	22	21	21	0	0	0
Event Dispatch Begin	248	0	20	20	5	21	0
Frame Build Begin	248	22	21	21	1148190720	1141309440	0
Frame Build Complete	248	22	21	21	38	33	0
Glyph Atlas Summary	248	22	21	21	33	0	70400
Layout Cache Summary	248	22	21	21	0	1	2144
Native Actual Presentation Latency	248	0	0	0	48572542	0	0
Native Display Link Target Latency	248	0	0	0	15239542	0	0
Native Event Handler Latency	248	0	0	0	71500	0	0
Native Frame Queue Latency	248	0	0	0	6898500	0	0
Native GPU Terminal Observed Latency	248	0	0	0	15299792	0	0
Native Presentation Callback Lag	248	0	0	0	191042	0	0
Native Presented Handler Latency	248	0	0	0	48763875	0	0
Native Submission Latency	248	0	0	0	95125	0	0
Native Target Presentation Latency	248	0	0	0	48572792	0	0
Native Terminal Record Latency	248	0	0	0	15301709	0	0
State Mutation Complete	248	0	21	21	1	1	22
Text Summary	248	22	21	21	2	0	1
Visible Layout Begin	248	22	21	21	0	0	0
Visible Layout Complete	248	22	21	21	1	0	0
Event Dispatch Begin	249	0	21	21	8	22	0
State Mutation Complete	249	0	21	21	0	0	22
Event Dispatch Begin	250	0	21	21	1	22	0
State Mutation Complete	250	0	21	21	0	0	22
Event Dispatch Begin	251	0	21	21	8	22	0
State Mutation Complete	251	0	21	21	0	0	22
Event Dispatch Begin	252	0	21	21	1	22	0
State Mutation Complete	252	0	21	21	0	0	22
Event Dispatch Begin	253	0	21	21	8	22	0
State Mutation Complete	253	0	21	21	0	0	22
Event Dispatch Begin	254	0	21	21	1	22	0
State Mutation Complete	254	0	21	21	0	0	22
Event Dispatch Begin	255	0	21	21	8	22	0
State Mutation Complete	255	0	21	21	0	0	22
Event Dispatch Begin	256	0	21	21	1	22	0
State Mutation Complete	256	0	21	21	0	0	22
Event Dispatch Begin	257	0	21	21	8	22	0
State Mutation Complete	257	0	21	21	0	0	22
Atlas Publication Begin	258	23	22	22	34	0	0
Atlas Publication Complete	258	23	22	22	0	0	0
Event Dispatch Begin	258	0	21	21	5	22	0
Frame Build Begin	258	23	22	22	1148190720	1141309440	0
Frame Build Complete	258	23	22	22	39	34	0
Glyph Atlas Summary	258	23	22	22	34	0	70400
Layout Cache Summary	258	23	22	22	0	1	2208
State Mutation Complete	258	0	22	22	1	1	23
Text Summary	258	23	22	22	2	0	1
Visible Layout Begin	258	23	22	22	0	0	0
Visible Layout Complete	258	23	22	22	1	0	0
Event Dispatch Begin	259	0	22	22	8	23	0
State Mutation Complete	259	0	22	22	0	0	23
Event Dispatch Begin	260	0	22	22	1	23	0
State Mutation Complete	260	0	22	22	0	0	23
Event Dispatch Begin	261	0	22	22	8	23	0
State Mutation Complete	261	0	22	22	0	0	23
Event Dispatch Begin	262	0	22	22	1	23	0
State Mutation Complete	262	0	22	22	0	0	23
Event Dispatch Begin	263	0	22	22	8	23	0
State Mutation Complete	263	0	22	22	0	0	23
Event Dispatch Begin	264	0	22	22	1	23	0
State Mutation Complete	264	0	22	22	0	0	23
Event Dispatch Begin	265	0	22	22	8	23	0
State Mutation Complete	265	0	22	22	0	0	23
Event Dispatch Begin	266	0	22	22	1	23	0
State Mutation Complete	266	0	22	22	0	0	23
Event Dispatch Begin	267	0	22	22	8	23	0
State Mutation Complete	267	0	22	22	0	0	23
Atlas Publication Begin	268	24	23	23	35	0	0
Atlas Publication Complete	268	24	23	23	0	0	0
Event Dispatch Begin	268	0	22	22	5	23	0
Frame Build Begin	268	24	23	23	1148190720	1141309440	0
Frame Build Complete	268	24	23	23	40	35	0
Glyph Atlas Summary	268	24	23	23	35	0	70400
Layout Cache Summary	268	24	23	23	0	1	2272
State Mutation Complete	268	0	23	23	1	1	24
Text Summary	268	24	23	23	2	0	1
Visible Layout Begin	268	24	23	23	0	0	0
Visible Layout Complete	268	24	23	23	1	0	0
Event Dispatch Begin	269	0	23	23	8	24	0
State Mutation Complete	269	0	23	23	0	0	24
Event Dispatch Begin	270	0	23	23	1	24	0
State Mutation Complete	270	0	23	23	0	0	24
Event Dispatch Begin	271	0	23	23	8	24	0
State Mutation Complete	271	0	23	23	0	0	24
Event Dispatch Begin	272	0	23	23	1	24	0
State Mutation Complete	272	0	23	23	0	0	24
Event Dispatch Begin	273	0	23	23	8	24	0
State Mutation Complete	273	0	23	23	0	0	24
Event Dispatch Begin	274	0	23	23	1	24	0
State Mutation Complete	274	0	23	23	0	0	24
Event Dispatch Begin	275	0	23	23	8	24	0
State Mutation Complete	275	0	23	23	0	0	24
Event Dispatch Begin	276	0	23	23	1	24	0
State Mutation Complete	276	0	23	23	0	0	24
Event Dispatch Begin	277	0	23	23	8	24	0
State Mutation Complete	277	0	23	23	0	0	24
Atlas Publication Begin	278	25	24	24	36	0	0
Atlas Publication Complete	278	25	24	24	2	5888	1
Event Dispatch Begin	278	0	23	23	5	24	0
Frame Build Begin	278	25	24	24	1148190720	1141309440	0
Frame Build Complete	278	25	24	24	41	36	0
Glyph Atlas Summary	278	25	24	24	35	1	70400
Layout Cache Summary	278	25	24	24	0	1	2336
State Mutation Complete	278	0	24	24	1	1	25
Text Summary	278	25	24	24	2	1	1
Visible Layout Begin	278	25	24	24	0	0	0
Visible Layout Complete	278	25	24	24	1	0	0
Event Dispatch Begin	279	0	24	24	8	25	0
State Mutation Complete	279	0	24	24	0	0	25
Event Dispatch Begin	280	0	24	24	1	25	0
State Mutation Complete	280	0	24	24	0	0	25
Event Dispatch Begin	281	0	24	24	8	25	0
State Mutation Complete	281	0	24	24	0	0	25
Event Dispatch Begin	282	0	24	24	1	25	0
State Mutation Complete	282	0	24	24	0	0	25
Event Dispatch Begin	283	0	24	24	8	25	0
State Mutation Complete	283	0	24	24	0	0	25
Event Dispatch Begin	284	0	24	24	1	25	0
State Mutation Complete	284	0	24	24	0	0	25
Event Dispatch Begin	285	0	24	24	8	25	0
State Mutation Complete	285	0	24	24	0	0	25
Event Dispatch Begin	286	0	24	24	1	25	0
State Mutation Complete	286	0	24	24	0	0	25
Event Dispatch Begin	287	0	24	24	8	25	0
State Mutation Complete	287	0	24	24	0	0	25
Atlas Publication Begin	288	26	25	25	37	0	0
Atlas Publication Complete	288	26	25	25	0	0	0
Event Dispatch Begin	288	0	24	24	5	25	0
Frame Build Begin	288	26	25	25	1148190720	1141309440	0
Frame Build Complete	288	26	25	25	42	37	0
Glyph Atlas Summary	288	26	25	25	37	0	70400
Layout Cache Summary	288	26	25	25	0	1	2400
Native Actual Presentation Latency	288	0	0	0	48382250	0	0
Native Display Link Target Latency	288	0	0	0	15049292	0	0
Native Event Handler Latency	288	0	0	0	25167	0	0
Native Frame Queue Latency	288	0	0	0	6758250	0	0
Native GPU Terminal Observed Latency	288	0	0	0	15108792	0	0
Native Presentation Callback Lag	288	0	0	0	211375	0	0
Native Presented Handler Latency	288	0	0	0	48593709	0	0
Native Submission Latency	288	0	0	0	111750	0	0
Native Target Presentation Latency	288	0	0	0	48382542	0	0
Native Terminal Record Latency	288	0	0	0	15109292	0	0
State Mutation Complete	288	0	25	25	1	1	26
Text Summary	288	26	25	25	2	0	1
Visible Layout Begin	288	26	25	25	0	0	0
Visible Layout Complete	288	26	25	25	1	0	0
Event Dispatch Begin	289	0	25	25	8	26	0
State Mutation Complete	289	0	25	25	0	0	26
Event Dispatch Begin	290	0	25	25	1	26	0
State Mutation Complete	290	0	25	25	0	0	26
Event Dispatch Begin	291	0	25	25	8	26	0
State Mutation Complete	291	0	25	25	0	0	26
Event Dispatch Begin	292	0	25	25	1	26	0
State Mutation Complete	292	0	25	25	0	0	26
Event Dispatch Begin	293	0	25	25	8	26	0
State Mutation Complete	293	0	25	25	0	0	26
Event Dispatch Begin	294	0	25	25	1	26	0
State Mutation Complete	294	0	25	25	0	0	26
Event Dispatch Begin	295	0	25	25	8	26	0
State Mutation Complete	295	0	25	25	0	0	26
Event Dispatch Begin	296	0	25	25	1	26	0
State Mutation Complete	296	0	25	25	0	0	26
Event Dispatch Begin	297	0	25	25	8	26	0
State Mutation Complete	297	0	25	25	0	0	26
Atlas Publication Begin	298	27	26	26	38	0	0
Atlas Publication Complete	298	27	26	26	2	6144	1
Event Dispatch Begin	298	0	25	25	5	26	0
Frame Build Begin	298	27	26	26	1148190720	1141309440	0
Frame Build Complete	298	27	26	26	43	38	0
Glyph Atlas Summary	298	27	26	26	37	1	70400
Layout Cache Summary	298	27	26	26	0	1	2464
State Mutation Complete	298	0	26	26	1	1	27
Text Summary	298	27	26	26	2	1	1
Visible Layout Begin	298	27	26	26	0	0	0
Visible Layout Complete	298	27	26	26	1	0	0
Event Dispatch Begin	299	0	26	26	8	27	0
State Mutation Complete	299	0	26	26	0	0	27
Event Dispatch Begin	300	0	26	26	1	27	0
State Mutation Complete	300	0	26	26	0	0	27
Event Dispatch Begin	301	0	26	26	8	27	0
State Mutation Complete	301	0	26	26	0	0	27
Event Dispatch Begin	302	0	26	26	1	27	0
State Mutation Complete	302	0	26	26	0	0	27
Event Dispatch Begin	303	0	26	26	8	27	0
State Mutation Complete	303	0	26	26	0	0	27
Event Dispatch Begin	304	0	26	26	1	27	0
State Mutation Complete	304	0	26	26	0	0	27
Event Dispatch Begin	305	0	26	26	8	27	0
State Mutation Complete	305	0	26	26	0	0	27
Event Dispatch Begin	306	0	26	26	1	27	0
State Mutation Complete	306	0	26	26	0	0	27
Event Dispatch Begin	307	0	26	26	8	27	0
State Mutation Complete	307	0	26	26	0	0	27
Atlas Publication Begin	308	28	27	27	39	0	0
Atlas Publication Complete	308	28	27	27	0	0	0
Event Dispatch Begin	308	0	26	26	5	27	0
Frame Build Begin	308	28	27	27	1148190720	1141309440	0
Frame Build Complete	308	28	27	27	44	39	0
Glyph Atlas Summary	308	28	27	27	39	0	70400
Layout Cache Summary	308	28	27	27	0	1	2528
State Mutation Complete	308	0	27	27	1	1	28
Text Summary	308	28	27	27	2	0	1
Visible Layout Begin	308	28	27	27	0	0	0
Visible Layout Complete	308	28	27	27	1	0	0
Event Dispatch Begin	309	0	27	27	8	28	0
State Mutation Complete	309	0	27	27	0	0	28
Event Dispatch Begin	310	0	27	27	1	28	0
State Mutation Complete	310	0	27	27	0	0	28
Event Dispatch Begin	311	0	27	27	8	28	0
State Mutation Complete	311	0	27	27	0	0	28
Event Dispatch Begin	312	0	27	27	1	28	0
State Mutation Complete	312	0	27	27	0	0	28
Event Dispatch Begin	313	0	27	27	8	28	0
State Mutation Complete	313	0	27	27	0	0	28
Event Dispatch Begin	314	0	27	27	1	28	0
State Mutation Complete	314	0	27	27	0	0	28
Event Dispatch Begin	315	0	27	27	8	28	0
State Mutation Complete	315	0	27	27	0	0	28
Event Dispatch Begin	316	0	27	27	1	28	0
State Mutation Complete	316	0	27	27	0	0	28
Event Dispatch Begin	317	0	27	27	8	28	0
State Mutation Complete	317	0	27	27	0	0	28
Atlas Publication Begin	318	29	28	28	40	0	0
Atlas Publication Complete	318	29	28	28	0	0	0
Event Dispatch Begin	318	0	27	27	5	28	0
Frame Build Begin	318	29	28	28	1148190720	1141309440	0
Frame Build Complete	318	29	28	28	45	40	0
Glyph Atlas Summary	318	29	28	28	40	0	70400
Layout Cache Summary	318	29	28	28	0	1	2592
Native Actual Presentation Latency	318	0	0	0	48575458	0	0
Native Display Link Target Latency	318	0	0	0	15242583	0	0
Native Event Handler Latency	318	0	0	0	73125	0	0
Native Frame Queue Latency	318	0	0	0	6901250	0	0
Native GPU Terminal Observed Latency	318	0	0	0	15303667	0	0
Native Presentation Callback Lag	318	0	0	0	193750	0	0
Native Presented Handler Latency	318	0	0	0	48769333	0	0
Native Submission Latency	318	0	0	0	112416	0	0
Native Target Presentation Latency	318	0	0	0	48575833	0	0
Native Terminal Record Latency	318	0	0	0	15305125	0	0
State Mutation Complete	318	0	28	28	1	1	29
Text Summary	318	29	28	28	2	0	1
Visible Layout Begin	318	29	28	28	0	0	0
Visible Layout Complete	318	29	28	28	1	0	0
Event Dispatch Begin	319	0	28	28	8	29	0
State Mutation Complete	319	0	28	28	0	0	29
Event Dispatch Begin	320	0	28	28	1	29	0
State Mutation Complete	320	0	28	28	0	0	29
Event Dispatch Begin	321	0	28	28	8	29	0
State Mutation Complete	321	0	28	28	0	0	29
Event Dispatch Begin	322	0	28	28	1	29	0
State Mutation Complete	322	0	28	28	0	0	29
Event Dispatch Begin	323	0	28	28	8	29	0
State Mutation Complete	323	0	28	28	0	0	29
Event Dispatch Begin	324	0	28	28	1	29	0
State Mutation Complete	324	0	28	28	0	0	29
Event Dispatch Begin	325	0	28	28	8	29	0
State Mutation Complete	325	0	28	28	0	0	29
Event Dispatch Begin	326	0	28	28	1	29	0
State Mutation Complete	326	0	28	28	0	0	29
Event Dispatch Begin	327	0	28	28	8	29	0
State Mutation Complete	327	0	28	28	0	0	29
Atlas Publication Begin	328	30	29	29	41	0	0
Atlas Publication Complete	328	30	29	29	0	0	0
Event Dispatch Begin	328	0	28	28	5	29	0
Frame Build Begin	328	30	29	29	1148190720	1141309440	0
Frame Build Complete	328	30	29	29	46	41	0
Glyph Atlas Summary	328	30	29	29	41	0	70400
Layout Cache Summary	328	30	29	29	0	1	2656
State Mutation Complete	328	0	29	29	1	1	30
Text Summary	328	30	29	29	2	0	1
Visible Layout Begin	328	30	29	29	0	0	0
Visible Layout Complete	328	30	29	29	1	0	0
Event Dispatch Begin	329	0	29	29	8	30	0
State Mutation Complete	329	0	29	29	0	0	30
Event Dispatch Begin	330	0	29	29	1	30	0
State Mutation Complete	330	0	29	29	0	0	30
Event Dispatch Begin	331	0	29	29	8	30	0
State Mutation Complete	331	0	29	29	0	0	30
Event Dispatch Begin	332	0	29	29	1	30	0
State Mutation Complete	332	0	29	29	0	0	30
Event Dispatch Begin	333	0	29	29	8	30	0
State Mutation Complete	333	0	29	29	0	0	30
Event Dispatch Begin	334	0	29	29	1	30	0
State Mutation Complete	334	0	29	29	0	0	30
Event Dispatch Begin	335	0	29	29	8	30	0
State Mutation Complete	335	0	29	29	0	0	30
Event Dispatch Begin	336	0	29	29	1	30	0
State Mutation Complete	336	0	29	29	0	0	30
Event Dispatch Begin	337	0	29	29	8	30	0
State Mutation Complete	337	0	29	29	0	0	30
Atlas Publication Begin	338	31	30	30	42	0	0
Atlas Publication Complete	338	31	30	30	0	0	0
Event Dispatch Begin	338	0	29	29	5	30	0
Frame Build Begin	338	31	30	30	1148190720	1141309440	0
Frame Build Complete	338	31	30	30	47	42	0
Glyph Atlas Summary	338	31	30	30	42	0	70400
Layout Cache Summary	338	31	30	30	0	1	2720
State Mutation Complete	338	0	30	30	1	1	31
Text Summary	338	31	30	30	2	0	1
Visible Layout Begin	338	31	30	30	0	0	0
Visible Layout Complete	338	31	30	30	1	0	0
Event Dispatch Begin	339	0	30	30	8	31	0
State Mutation Complete	339	0	30	30	0	0	31
Event Dispatch Begin	340	0	30	30	1	31	0
State Mutation Complete	340	0	30	30	0	0	31
Event Dispatch Begin	341	0	30	30	8	31	0
State Mutation Complete	341	0	30	30	0	0	31
Event Dispatch Begin	342	0	30	30	1	31	0
State Mutation Complete	342	0	30	30	0	0	31
Event Dispatch Begin	343	0	30	30	8	31	0
State Mutation Complete	343	0	30	30	0	0	31
Event Dispatch Begin	344	0	30	30	1	31	0
State Mutation Complete	344	0	30	30	0	0	31
Event Dispatch Begin	345	0	30	30	8	31	0
State Mutation Complete	345	0	30	30	0	0	31
Event Dispatch Begin	346	0	30	30	1	31	0
State Mutation Complete	346	0	30	30	0	0	31
Event Dispatch Begin	347	0	30	30	8	31	0
State Mutation Complete	347	0	30	30	0	0	31
Atlas Publication Begin	348	32	31	31	43	0	0
Atlas Publication Complete	348	32	31	31	0	0	0
Event Dispatch Begin	348	0	30	30	5	31	0
Frame Build Begin	348	32	31	31	1148190720	1141309440	0
Frame Build Complete	348	32	31	31	48	43	0
Glyph Atlas Summary	348	32	31	31	43	0	70400
Layout Cache Summary	348	32	31	31	0	1	2784
State Mutation Complete	348	0	31	31	1	1	32
Text Summary	348	32	31	31	2	0	1
Visible Layout Begin	348	32	31	31	0	0	0
Visible Layout Complete	348	32	31	31	1	0	0
Event Dispatch Begin	349	0	31	31	8	32	0
State Mutation Complete	349	0	31	31	0	0	32
Event Dispatch Begin	350	0	31	31	1	32	0
State Mutation Complete	350	0	31	31	0	0	32
Event Dispatch Begin	351	0	31	31	8	32	0
State Mutation Complete	351	0	31	31	0	0	32
Event Dispatch Begin	352	0	31	31	1	32	0
State Mutation Complete	352	0	31	31	0	0	32
Event Dispatch Begin	353	0	31	31	8	32	0
State Mutation Complete	353	0	31	31	0	0	32
Event Dispatch Begin	354	0	31	31	1	32	0
State Mutation Complete	354	0	31	31	0	0	32
Event Dispatch Begin	355	0	31	31	8	32	0
State Mutation Complete	355	0	31	31	0	0	32
Event Dispatch Begin	356	0	31	31	1	32	0
State Mutation Complete	356	0	31	31	0	0	32
Event Dispatch Begin	357	0	31	31	8	32	0
State Mutation Complete	357	0	31	31	0	0	32
Atlas Publication Begin	358	33	32	32	44	0	0
Atlas Publication Complete	358	33	32	32	0	0	0
Event Dispatch Begin	358	0	31	31	5	32	0
Frame Build Begin	358	33	32	32	1148190720	1141309440	0
Frame Build Complete	358	33	32	32	49	44	0
Glyph Atlas Summary	358	33	32	32	44	0	70400
Layout Cache Summary	358	33	32	32	0	1	2848
Native Actual Presentation Latency	358	0	0	0	48508292	0	0
Native Display Link Target Latency	358	0	0	0	15175458	0	0
Native Event Handler Latency	358	0	0	0	18333	0	0
Native Frame Queue Latency	358	0	0	0	6873667	0	0
Native GPU Terminal Observed Latency	358	0	0	0	15239333	0	0
Native Presentation Callback Lag	358	0	0	0	192667	0	0
Native Presented Handler Latency	358	0	0	0	48701041	0	0
Native Submission Latency	358	0	0	0	67791	0	0
Native Target Presentation Latency	358	0	0	0	48508708	0	0
Native Terminal Record Latency	358	0	0	0	15239958	0	0
State Mutation Complete	358	0	32	32	1	1	33
Text Summary	358	33	32	32	2	0	1
Visible Layout Begin	358	33	32	32	0	0	0
Visible Layout Complete	358	33	32	32	1	0	0
Event Dispatch Begin	359	0	32	32	8	33	0
State Mutation Complete	359	0	32	32	0	0	33
Event Dispatch Begin	360	0	32	32	1	33	0
State Mutation Complete	360	0	32	32	0	0	33
Event Dispatch Begin	361	0	32	32	8	33	0
State Mutation Complete	361	0	32	32	0	0	33
Event Dispatch Begin	362	0	32	32	1	33	0
State Mutation Complete	362	0	32	32	0	0	33
Event Dispatch Begin	363	0	32	32	8	33	0
State Mutation Complete	363	0	32	32	0	0	33
Event Dispatch Begin	364	0	32	32	1	33	0
State Mutation Complete	364	0	32	32	0	0	33
Event Dispatch Begin	365	0	32	32	8	33	0
State Mutation Complete	365	0	32	32	0	0	33
Event Dispatch Begin	366	0	32	32	1	33	0
State Mutation Complete	366	0	32	32	0	0	33
Event Dispatch Begin	367	0	32	32	8	33	0
State Mutation Complete	367	0	32	32	0	0	33
Atlas Publication Begin	368	34	33	33	45	0	0
Atlas Publication Complete	368	34	33	33	0	0	0
Event Dispatch Begin	368	0	32	32	5	33	0
Frame Build Begin	368	34	33	33	1148190720	1141309440	0
Frame Build Complete	368	34	33	33	50	45	0
Glyph Atlas Summary	368	34	33	33	45	0	70400
Layout Cache Summary	368	34	33	33	0	1	2912
State Mutation Complete	368	0	33	33	1	1	34
Text Summary	368	34	33	33	2	0	1
Visible Layout Begin	368	34	33	33	0	0	0
Visible Layout Complete	368	34	33	33	1	0	0
Event Dispatch Begin	369	0	33	33	8	34	0
State Mutation Complete	369	0	33	33	0	0	34
Event Dispatch Begin	370	0	33	33	1	34	0
State Mutation Complete	370	0	33	33	0	0	34
Event Dispatch Begin	371	0	33	33	8	34	0
State Mutation Complete	371	0	33	33	0	0	34
Event Dispatch Begin	372	0	33	33	1	34	0
State Mutation Complete	372	0	33	33	0	0	34
Event Dispatch Begin	373	0	33	33	8	34	0
State Mutation Complete	373	0	33	33	0	0	34
Event Dispatch Begin	374	0	33	33	1	34	0
State Mutation Complete	374	0	33	33	0	0	34
Event Dispatch Begin	375	0	33	33	8	34	0
State Mutation Complete	375	0	33	33	0	0	34
Event Dispatch Begin	376	0	33	33	1	34	0
State Mutation Complete	376	0	33	33	0	0	34
Event Dispatch Begin	377	0	33	33	8	34	0
State Mutation Complete	377	0	33	33	0	0	34
Atlas Publication Begin	378	35	34	34	46	0	0
Atlas Publication Complete	378	35	34	34	2	6144	1
Event Dispatch Begin	378	0	33	33	5	34	0
Frame Build Begin	378	35	34	34	1148190720	1141309440	0
Frame Build Complete	378	35	34	34	51	46	0
Glyph Atlas Summary	378	35	34	34	45	1	70400
Layout Cache Summary	378	35	34	34	0	1	2976
