stage	event	scene	document	buffer	a	b	c
State Mutation Complete	378	0	34	34	1	1	35
Text Summary	378	35	34	34	2	1	1
Visible Layout Begin	378	35	34	34	0	0	0
Visible Layout Complete	378	35	34	34	1	0	0
Event Dispatch Begin	379	0	34	34	8	35	0
State Mutation Complete	379	0	34	34	0	0	35
Event Dispatch Begin	380	0	34	34	1	35	0
State Mutation Complete	380	0	34	34	0	0	35
Event Dispatch Begin	381	0	34	34	8	35	0
State Mutation Complete	381	0	34	34	0	0	35
Event Dispatch Begin	382	0	34	34	1	35	0
State Mutation Complete	382	0	34	34	0	0	35
Event Dispatch Begin	383	0	34	34	8	35	0
State Mutation Complete	383	0	34	34	0	0	35
Event Dispatch Begin	384	0	34	34	1	35	0
State Mutation Complete	384	0	34	34	0	0	35
Event Dispatch Begin	385	0	34	34	8	35	0
State Mutation Complete	385	0	34	34	0	0	35
Event Dispatch Begin	386	0	34	34	1	35	0
State Mutation Complete	386	0	34	34	0	0	35
Event Dispatch Begin	387	0	34	34	8	35	0
State Mutation Complete	387	0	34	34	0	0	35
Atlas Publication Begin	388	36	35	35	47	0	0
Atlas Publication Complete	388	36	35	35	2	5888	1
Event Dispatch Begin	388	0	34	34	5	35	0
Frame Build Begin	388	36	35	35	1148190720	1141309440	0
Frame Build Complete	388	36	35	35	52	47	0
Glyph Atlas Summary	388	36	35	35	46	1	70400
Layout Cache Summary	388	36	35	35	0	1	3040
Native Actual Presentation Latency	388	0	0	0	48384167	0	0
Native Display Link Target Latency	388	0	0	0	15051375	0	0
Native Event Handler Latency	388	0	0	0	45541	0	0
Native Frame Queue Latency	388	0	0	0	6725750	0	0
Native GPU Terminal Observed Latency	388	0	0	0	15114583	0	0
Native Presentation Callback Lag	388	0	0	0	197625	0	0
Native Presented Handler Latency	388	0	0	0	48581875	0	0
Native Submission Latency	388	0	0	0	89667	0	0
Native Target Presentation Latency	388	0	0	0	48384625	0	0
Native Terminal Record Latency	388	0	0	0	15115958	0	0
State Mutation Complete	388	0	35	35	1	1	36
Text Summary	388	36	35	35	2	1	1
Visible Layout Begin	388	36	35	35	0	0	0
Visible Layout Complete	388	36	35	35	1	0	0
Event Dispatch Begin	389	0	35	35	8	36	0
State Mutation Complete	389	0	35	35	0	0	36
Event Dispatch Begin	390	0	35	35	1	36	0
State Mutation Complete	390	0	35	35	0	0	36
Event Dispatch Begin	391	0	35	35	8	36	0
State Mutation Complete	391	0	35	35	0	0	36
Event Dispatch Begin	392	0	35	35	1	36	0
State Mutation Complete	392	0	35	35	0	0	36
Event Dispatch Begin	393	0	35	35	8	36	0
State Mutation Complete	393	0	35	35	0	0	36
Event Dispatch Begin	394	0	35	35	1	36	0
State Mutation Complete	394	0	35	35	0	0	36
Event Dispatch Begin	395	0	35	35	8	36	0
State Mutation Complete	395	0	35	35	0	0	36
Event Dispatch Begin	396	0	35	35	1	36	0
State Mutation Complete	396	0	35	35	0	0	36
Event Dispatch Begin	397	0	35	35	8	36	0
State Mutation Complete	397	0	35	35	0	0	36
Atlas Publication Begin	398	37	36	36	48	0	0
Atlas Publication Complete	398	37	36	36	2	5888	1
Event Dispatch Begin	398	0	35	35	5	36	0
Frame Build Begin	398	37	36	36	1148190720	1141309440	0
Frame Build Complete	398	37	36	36	53	48	0
Glyph Atlas Summary	398	37	36	36	47	1	70656
Layout Cache Summary	398	37	36	36	0	1	3104
State Mutation Complete	398	0	36	36	1	1	37
Text Summary	398	37	36	36	2	1	1
Visible Layout Begin	398	37	36	36	0	0	0
Visible Layout Complete	398	37	36	36	1	0	0
Event Dispatch Begin	399	0	36	36	8	37	0
State Mutation Complete	399	0	36	36	0	0	37
Event Dispatch Begin	400	0	36	36	1	37	0
State Mutation Complete	400	0	36	36	0	0	37
Event Dispatch Begin	401	0	36	36	8	37	0
State Mutation Complete	401	0	36	36	0	0	37
Event Dispatch Begin	402	0	36	36	1	37	0
State Mutation Complete	402	0	36	36	0	0	37
Event Dispatch Begin	403	0	36	36	8	37	0
State Mutation Complete	403	0	36	36	0	0	37
Event Dispatch Begin	404	0	36	36	1	37	0
State Mutation Complete	404	0	36	36	0	0	37
Event Dispatch Begin	405	0	36	36	8	37	0
State Mutation Complete	405	0	36	36	0	0	37
Event Dispatch Begin	406	0	36	36	1	37	0
State Mutation Complete	406	0	36	36	0	0	37
Event Dispatch Begin	407	0	36	36	8	37	0
State Mutation Complete	407	0	36	36	0	0	37
Atlas Publication Begin	408	38	37	37	49	0	0
Atlas Publication Complete	408	38	37	37	2	7680	1
Event Dispatch Begin	408	0	36	36	5	37	0
Frame Build Begin	408	38	37	37	1148190720	1141309440	0
Frame Build Complete	408	38	37	37	54	49	0
Glyph Atlas Summary	408	38	37	37	48	1	70656
Layout Cache Summary	408	38	37	37	0	1	3168
State Mutation Complete	408	0	37	37	1	1	38
Text Summary	408	38	37	37	2	1	1
Visible Layout Begin	408	38	37	37	0	0	0
Visible Layout Complete	408	38	37	37	1	0	0
Event Dispatch Begin	409	0	37	37	8	38	0
State Mutation Complete	409	0	37	37	0	0	38
Event Dispatch Begin	410	0	37	37	1	38	0
State Mutation Complete	410	0	37	37	0	0	38
Event Dispatch Begin	411	0	37	37	8	38	0
State Mutation Complete	411	0	37	37	0	0	38
Event Dispatch Begin	412	0	37	37	1	38	0
State Mutation Complete	412	0	37	37	0	0	38
Event Dispatch Begin	413	0	37	37	8	38	0
State Mutation Complete	413	0	37	37	0	0	38
Event Dispatch Begin	414	0	37	37	1	38	0
State Mutation Complete	414	0	37	37	0	0	38
Event Dispatch Begin	415	0	37	37	8	38	0
State Mutation Complete	415	0	37	37	0	0	38
Event Dispatch Begin	416	0	37	37	1	38	0
State Mutation Complete	416	0	37	37	0	0	38
Event Dispatch Begin	417	0	37	37	8	38	0
State Mutation Complete	417	0	37	37	0	0	38
Atlas Publication Begin	418	39	38	38	50	0	0
Atlas Publication Complete	418	39	38	38	0	0	0
Event Dispatch Begin	418	0	37	37	5	38	0
Frame Build Begin	418	39	38	38	1148190720	1141309440	0
Frame Build Complete	418	39	38	38	55	50	0
Glyph Atlas Summary	418	39	38	38	50	0	70656
Layout Cache Summary	418	39	38	38	0	1	3232
State Mutation Complete	418	0	38	38	1	1	39
Text Summary	418	39	38	38	2	0	1
Visible Layout Begin	418	39	38	38	0	0	0
Visible Layout Complete	418	39	38	38	1	0	0
Event Dispatch Begin	419	0	38	38	8	39	0
State Mutation Complete	419	0	38	38	0	0	39
Event Dispatch Begin	420	0	38	38	1	39	0
State Mutation Complete	420	0	38	38	0	0	39
Event Dispatch Begin	421	0	38	38	8	39	0
State Mutation Complete	421	0	38	38	0	0	39
Event Dispatch Begin	422	0	38	38	1	39	0
State Mutation Complete	422	0	38	38	0	0	39
Event Dispatch Begin	423	0	38	38	8	39	0
State Mutation Complete	423	0	38	38	0	0	39
Event Dispatch Begin	424	0	38	38	1	39	0
State Mutation Complete	424	0	38	38	0	0	39
Event Dispatch Begin	425	0	38	38	8	39	0
State Mutation Complete	425	0	38	38	0	0	39
Event Dispatch Begin	426	0	38	38	1	39	0
State Mutation Complete	426	0	38	38	0	0	39
Event Dispatch Begin	427	0	38	38	8	39	0
State Mutation Complete	427	0	38	38	0	0	39
Atlas Publication Begin	428	40	39	39	51	0	0
Atlas Publication Complete	428	40	39	39	0	0	0
Event Dispatch Begin	428	0	38	38	5	39	0
Frame Build Begin	428	40	39	39	1148190720	1141309440	0
Frame Build Complete	428	40	39	39	56	51	0
Glyph Atlas Summary	428	40	39	39	51	0	70656
Layout Cache Summary	428	40	39	39	0	1	3296
Native Actual Presentation Latency	428	0	0	0	48343292	0	0
Native Display Link Target Latency	428	0	0	0	15010542	0	0
Native Event Handler Latency	428	0	0	0	21000	0	0
Native Frame Queue Latency	428	0	0	0	6704666	0	0
Native GPU Terminal Observed Latency	428	0	0	0	15061167	0	0
Native Presentation Callback Lag	428	0	0	0	221875	0	0
Native Presented Handler Latency	428	0	0	0	48565292	0	0
Native Submission Latency	428	0	0	0	95417	0	0
Native Target Presentation Latency	428	0	0	0	48343792	0	0
Native Terminal Record Latency	428	0	0	0	15061833	0	0
State Mutation Complete	428	0	39	39	1	1	40
Text Summary	428	40	39	39	2	0	1
Visible Layout Begin	428	40	39	39	0	0	0
Visible Layout Complete	428	40	39	39	1	0	0
Event Dispatch Begin	429	0	39	39	8	40	0
State Mutation Complete	429	0	39	39	0	0	40
Event Dispatch Begin	430	0	39	39	1	40	0
State Mutation Complete	430	0	39	39	0	0	40
Event Dispatch Begin	431	0	39	39	8	40	0
State Mutation Complete	431	0	39	39	0	0	40
Event Dispatch Begin	432	0	39	39	1	40	0
State Mutation Complete	432	0	39	39	0	0	40
Event Dispatch Begin	433	0	39	39	8	40	0
State Mutation Complete	433	0	39	39	0	0	40
Event Dispatch Begin	434	0	39	39	1	40	0
State Mutation Complete	434	0	39	39	0	0	40
Event Dispatch Begin	435	0	39	39	8	40	0
State Mutation Complete	435	0	39	39	0	0	40
Event Dispatch Begin	436	0	39	39	1	40	0
State Mutation Complete	436	0	39	39	0	0	40
Event Dispatch Begin	437	0	39	39	8	40	0
State Mutation Complete	437	0	39	39	0	0	40
Atlas Publication Begin	438	41	40	40	52	0	0
Atlas Publication Complete	438	41	40	40	0	0	0
Event Dispatch Begin	438	0	39	39	5	40	0
Frame Build Begin	438	41	40	40	1148190720	1141309440	0
Frame Build Complete	438	41	40	40	57	52	0
Glyph Atlas Summary	438	41	40	40	52	0	70656
Layout Cache Summary	438	41	40	40	0	1	3360
State Mutation Complete	438	0	40	40	1	1	41
Text Summary	438	41	40	40	2	0	1
Visible Layout Begin	438	41	40	40	0	0	0
Visible Layout Complete	438	41	40	40	1	0	0
Event Dispatch Begin	439	0	40	40	8	41	0
State Mutation Complete	439	0	40	40	0	0	41
Event Dispatch Begin	440	0	40	40	1	41	0
State Mutation Complete	440	0	40	40	0	0	41
Event Dispatch Begin	441	0	40	40	8	41	0
State Mutation Complete	441	0	40	40	0	0	41
Event Dispatch Begin	442	0	40	40	1	41	0
State Mutation Complete	442	0	40	40	0	0	41
Event Dispatch Begin	443	0	40	40	8	41	0
State Mutation Complete	443	0	40	40	0	0	41
Event Dispatch Begin	444	0	40	40	1	41	0
State Mutation Complete	444	0	40	40	0	0	41
Event Dispatch Begin	445	0	40	40	8	41	0
State Mutation Complete	445	0	40	40	0	0	41
Event Dispatch Begin	446	0	40	40	1	41	0
State Mutation Complete	446	0	40	40	0	0	41
Event Dispatch Begin	447	0	40	40	8	41	0
State Mutation Complete	447	0	40	40	0	0	41
Atlas Publication Begin	448	42	41	41	53	0	0
Atlas Publication Complete	448	42	41	41	0	0	0
Event Dispatch Begin	448	0	40	40	5	41	0
Frame Build Begin	448	42	41	41	1148190720	1141309440	0
Frame Build Complete	448	42	41	41	58	53	0
Glyph Atlas Summary	448	42	41	41	53	0	70656
Layout Cache Summary	448	42	41	41	0	1	3424
State Mutation Complete	448	0	41	41	1	1	42
Text Summary	448	42	41	41	2	0	1
Visible Layout Begin	448	42	41	41	0	0	0
Visible Layout Complete	448	42	41	41	1	0	0
Event Dispatch Begin	449	0	41	41	8	42	0
State Mutation Complete	449	0	41	41	0	0	42
Event Dispatch Begin	450	0	41	41	1	42	0
State Mutation Complete	450	0	41	41	0	0	42
Event Dispatch Begin	451	0	41	41	8	42	0
State Mutation Complete	451	0	41	41	0	0	42
Event Dispatch Begin	452	0	41	41	1	42	0
State Mutation Complete	452	0	41	41	0	0	42
Event Dispatch Begin	453	0	41	41	8	42	0
State Mutation Complete	453	0	41	41	0	0	42
Event Dispatch Begin	454	0	41	41	1	42	0
State Mutation Complete	454	0	41	41	0	0	42
Event Dispatch Begin	455	0	41	41	8	42	0
State Mutation Complete	455	0	41	41	0	0	42
Event Dispatch Begin	456	0	41	41	1	42	0
State Mutation Complete	456	0	41	41	0	0	42
Event Dispatch Begin	457	0	41	41	8	42	0
State Mutation Complete	457	0	41	41	0	0	42
Atlas Publication Begin	458	43	42	42	54	0	0
Atlas Publication Complete	458	43	42	42	0	0	0
Event Dispatch Begin	458	0	41	41	5	42	0
Frame Build Begin	458	43	42	42	1148190720	1141309440	0
Frame Build Complete	458	43	42	42	59	54	0
Glyph Atlas Summary	458	43	42	42	54	0	70656
Layout Cache Summary	458	43	42	42	0	1	3488
Native Actual Presentation Latency	458	0	0	0	48546583	0	0
Native Display Link Target Latency	458	0	0	0	15213833	0	0
Native Event Handler Latency	458	0	0	0	60667	0	0
Native Frame Queue Latency	458	0	0	0	6916292	0	0
Native GPU Terminal Observed Latency	458	0	0	0	15263125	0	0
Native Presentation Callback Lag	458	0	0	0	169000	0	0
Native Presented Handler Latency	458	0	0	0	48715708	0	0
Native Submission Latency	458	0	0	0	131167	0	0
Native Target Presentation Latency	458	0	0	0	48547083	0	0
Native Terminal Record Latency	458	0	0	0	15264000	0	0
State Mutation Complete	458	0	42	42	1	1	43
Text Summary	458	43	42	42	2	0	1
Visible Layout Begin	458	43	42	42	0	0	0
Visible Layout Complete	458	43	42	42	1	0	0
Event Dispatch Begin	459	0	42	42	8	43	0
State Mutation Complete	459	0	42	42	0	0	43
Event Dispatch Begin	460	0	42	42	1	43	0
State Mutation Complete	460	0	42	42	0	0	43
Event Dispatch Begin	461	0	42	42	8	43	0
State Mutation Complete	461	0	42	42	0	0	43
Event Dispatch Begin	462	0	42	42	1	43	0
State Mutation Complete	462	0	42	42	0	0	43
Event Dispatch Begin	463	0	42	42	8	43	0
State Mutation Complete	463	0	42	42	0	0	43
Event Dispatch Begin	464	0	42	42	1	43	0
State Mutation Complete	464	0	42	42	0	0	43
Event Dispatch Begin	465	0	42	42	8	43	0
State Mutation Complete	465	0	42	42	0	0	43
Event Dispatch Begin	466	0	42	42	1	43	0
State Mutation Complete	466	0	42	42	0	0	43
Event Dispatch Begin	467	0	42	42	8	43	0
State Mutation Complete	467	0	42	42	0	0	43
Atlas Publication Begin	468	44	43	43	55	0	0
Atlas Publication Complete	468	44	43	43	0	0	0
Event Dispatch Begin	468	0	42	42	5	43	0
Frame Build Begin	468	44	43	43	1148190720	1141309440	0
Frame Build Complete	468	44	43	43	60	55	0
Glyph Atlas Summary	468	44	43	43	55	0	70656
Layout Cache Summary	468	44	43	43	0	1	3552
State Mutation Complete	468	0	43	43	1	1	44
Text Summary	468	44	43	43	2	0	1
Visible Layout Begin	468	44	43	43	0	0	0
Visible Layout Complete	468	44	43	43	1	0	0
Event Dispatch Begin	469	0	43	43	8	44	0
State Mutation Complete	469	0	43	43	0	0	44
Event Dispatch Begin	470	0	43	43	1	44	0
State Mutation Complete	470	0	43	43	0	0	44
Event Dispatch Begin	471	0	43	43	8	44	0
State Mutation Complete	471	0	43	43	0	0	44
Event Dispatch Begin	472	0	43	43	1	44	0
State Mutation Complete	472	0	43	43	0	0	44
Event Dispatch Begin	473	0	43	43	8	44	0
State Mutation Complete	473	0	43	43	0	0	44
Event Dispatch Begin	474	0	43	43	1	44	0
State Mutation Complete	474	0	43	43	0	0	44
Event Dispatch Begin	475	0	43	43	8	44	0
State Mutation Complete	475	0	43	43	0	0	44
Event Dispatch Begin	476	0	43	43	1	44	0
State Mutation Complete	476	0	43	43	0	0	44
Event Dispatch Begin	477	0	43	43	8	44	0
State Mutation Complete	477	0	43	43	0	0	44
Atlas Publication Begin	478	45	44	44	56	0	0
Atlas Publication Complete	478	45	44	44	2	6144	1
Event Dispatch Begin	478	0	43	43	5	44	0
Frame Build Begin	478	45	44	44	1148190720	1141309440	0
Frame Build Complete	478	45	44	44	61	56	0
Glyph Atlas Summary	478	45	44	44	55	1	70656
Layout Cache Summary	478	45	44	44	0	1	3616
State Mutation Complete	478	0	44	44	1	1	45
Text Summary	478	45	44	44	2	1	1
Visible Layout Begin	478	45	44	44	0	0	0
Visible Layout Complete	478	45	44	44	1	0	0
Event Dispatch Begin	479	0	44	44	8	45	0
State Mutation Complete	479	0	44	44	0	0	45
Event Dispatch Begin	480	0	44	44	1	45	0
State Mutation Complete	480	0	44	44	0	0	45
Event Dispatch Begin	481	0	44	44	8	45	0
State Mutation Complete	481	0	44	44	0	0	45
Event Dispatch Begin	482	0	44	44	1	45	0
State Mutation Complete	482	0	44	44	0	0	45
Event Dispatch Begin	483	0	44	44	8	45	0
State Mutation Complete	483	0	44	44	0	0	45
Event Dispatch Begin	484	0	44	44	1	45	0
State Mutation Complete	484	0	44	44	0	0	45
Event Dispatch Begin	485	0	44	44	8	45	0
State Mutation Complete	485	0	44	44	0	0	45
Event Dispatch Begin	486	0	44	44	1	45	0
State Mutation Complete	486	0	44	44	0	0	45
Event Dispatch Begin	487	0	44	44	8	45	0
State Mutation Complete	487	0	44	44	0	0	45
Atlas Publication Begin	488	46	45	45	57	0	0
Atlas Publication Complete	488	46	45	45	0	0	0
Event Dispatch Begin	488	0	44	44	5	45	0
Frame Build Begin	488	46	45	45	1148190720	1141309440	0
Frame Build Complete	488	46	45	45	62	57	0
Glyph Atlas Summary	488	46	45	45	57	0	70656
Layout Cache Summary	488	46	45	45	0	1	3680
State Mutation Complete	488	0	45	45	1	1	46
Text Summary	488	46	45	45	2	0	1
Visible Layout Begin	488	46	45	45	0	0	0
Visible Layout Complete	488	46	45	45	1	0	0
Event Dispatch Begin	489	0	45	45	8	46	0
State Mutation Complete	489	0	45	45	0	0	46
Event Dispatch Begin	490	0	45	45	1	46	0
State Mutation Complete	490	0	45	45	0	0	46
Event Dispatch Begin	491	0	45	45	8	46	0
State Mutation Complete	491	0	45	45	0	0	46
Event Dispatch Begin	492	0	45	45	1	46	0
State Mutation Complete	492	0	45	45	0	0	46
Event Dispatch Begin	493	0	45	45	8	46	0
State Mutation Complete	493	0	45	45	0	0	46
Event Dispatch Begin	494	0	45	45	1	46	0
State Mutation Complete	494	0	45	45	0	0	46
Event Dispatch Begin	495	0	45	45	8	46	0
State Mutation Complete	495	0	45	45	0	0	46
Event Dispatch Begin	496	0	45	45	1	46	0
State Mutation Complete	496	0	45	45	0	0	46
Event Dispatch Begin	497	0	45	45	8	46	0
State Mutation Complete	497	0	45	45	0	0	46
Atlas Publication Begin	498	47	46	46	58	0	0
Atlas Publication Complete	498	47	46	46	0	0	0
Event Dispatch Begin	498	0	45	45	5	46	0
Frame Build Begin	498	47	46	46	1148190720	1141309440	0
Frame Build Complete	498	47	46	46	63	58	0
Glyph Atlas Summary	498	47	46	46	58	0	70656
Layout Cache Summary	498	47	46	46	0	1	3744
Native Actual Presentation Latency	498	0	0	0	48493792	0	0
Native Display Link Target Latency	498	0	0	0	15161125	0	0
Native Event Handler Latency	498	0	0	0	25958	0	0
Native Frame Queue Latency	498	0	0	0	6847208	0	0
Native GPU Terminal Observed Latency	498	0	0	0	15218042	0	0
Native Presentation Callback Lag	498	0	0	0	174375	0	0
Native Presented Handler Latency	498	0	0	0	48668250	0	0
Native Submission Latency	498	0	0	0	71042	0	0
Native Target Presentation Latency	498	0	0	0	48494375	0	0
Native Terminal Record Latency	498	0	0	0	15219167	0	0
State Mutation Complete	498	0	46	46	1	1	47
Text Summary	498	47	46	46	2	0	1
Visible Layout Begin	498	47	46	46	0	0	0
Visible Layout Complete	498	47	46	46	1	0	0
Event Dispatch Begin	499	0	46	46	8	47	0
State Mutation Complete	499	0	46	46	0	0	47
Event Dispatch Begin	500	0	46	46	1	47	0
State Mutation Complete	500	0	46	46	0	0	47
Event Dispatch Begin	501	0	46	46	8	47	0
State Mutation Complete	501	0	46	46	0	0	47
Event Dispatch Begin	502	0	46	46	1	47	0
State Mutation Complete	502	0	46	46	0	0	47
Event Dispatch Begin	503	0	46	46	8	47	0
State Mutation Complete	503	0	46	46	0	0	47
Event Dispatch Begin	504	0	46	46	1	47	0
State Mutation Complete	504	0	46	46	0	0	47
Event Dispatch Begin	505	0	46	46	8	47	0
State Mutation Complete	505	0	46	46	0	0	47
Event Dispatch Begin	506	0	46	46	1	47	0
State Mutation Complete	506	0	46	46	0	0	47
Event Dispatch Begin	507	0	46	46	8	47	0
State Mutation Complete	507	0	46	46	0	0	47
Atlas Publication Begin	508	48	47	47	59	0	0
Atlas Publication Complete	508	48	47	47	0	0	0
Event Dispatch Begin	508	0	46	46	5	47	0
Frame Build Begin	508	48	47	47	1148190720	1141309440	0
Frame Build Complete	508	48	47	47	64	59	0
Glyph Atlas Summary	508	48	47	47	59	0	70656
Layout Cache Summary	508	48	47	47	0	1	3808
State Mutation Complete	508	0	47	47	1	1	48
Text Summary	508	48	47	47	2	0	1
Visible Layout Begin	508	48	47	47	0	0	0
Visible Layout Complete	508	48	47	47	1	0	0
Event Dispatch Begin	509	0	47	47	8	48	0
State Mutation Complete	509	0	47	47	0	0	48
Event Dispatch Begin	510	0	47	47	1	48	0
State Mutation Complete	510	0	47	47	0	0	48
Event Dispatch Begin	511	0	47	47	8	48	0
State Mutation Complete	511	0	47	47	0	0	48
Event Dispatch Begin	512	0	47	47	1	48	0
State Mutation Complete	512	0	47	47	0	0	48
Event Dispatch Begin	513	0	47	47	8	48	0
State Mutation Complete	513	0	47	47	0	0	48
Event Dispatch Begin	514	0	47	47	1	48	0
State Mutation Complete	514	0	47	47	0	0	48
Event Dispatch Begin	515	0	47	47	8	48	0
State Mutation Complete	515	0	47	47	0	0	48
Event Dispatch Begin	516	0	47	47	1	48	0
State Mutation Complete	516	0	47	47	0	0	48
Event Dispatch Begin	517	0	47	47	8	48	0
State Mutation Complete	517	0	47	47	0	0	48
Atlas Publication Begin	518	49	48	48	60	0	0
Atlas Publication Complete	518	49	48	48	0	0	0
Event Dispatch Begin	518	0	47	47	5	48	0
Frame Build Begin	518	49	48	48	1148190720	1141309440	0
Frame Build Complete	518	49	48	48	65	60	0
Glyph Atlas Summary	518	49	48	48	60	0	70656
Layout Cache Summary	518	49	48	48	0	1	3872
State Mutation Complete	518	0	48	48	1	1	49
Text Summary	518	49	48	48	2	0	1
Visible Layout Begin	518	49	48	48	0	0	0
Visible Layout Complete	518	49	48	48	1	0	0
Event Dispatch Begin	519	0	48	48	8	49	0
State Mutation Complete	519	0	48	48	0	0	49
Event Dispatch Begin	520	0	48	48	1	49	0
State Mutation Complete	520	0	48	48	0	0	49
Event Dispatch Begin	521	0	48	48	8	49	0
State Mutation Complete	521	0	48	48	0	0	49
Event Dispatch Begin	522	0	48	48	1	49	0
State Mutation Complete	522	0	48	48	0	0	49
Event Dispatch Begin	523	0	48	48	8	49	0
State Mutation Complete	523	0	48	48	0	0	49
Event Dispatch Begin	524	0	48	48	1	49	0
State Mutation Complete	524	0	48	48	0	0	49
Event Dispatch Begin	525	0	48	48	8	49	0
State Mutation Complete	525	0	48	48	0	0	49
Event Dispatch Begin	526	0	48	48	1	49	0
State Mutation Complete	526	0	48	48	0	0	49
Event Dispatch Begin	527	0	48	48	8	49	0
State Mutation Complete	527	0	48	48	0	0	49
Atlas Publication Begin	528	50	49	49	61	0	0
Atlas Publication Complete	528	50	49	49	2	4352	1
Event Dispatch Begin	528	0	48	48	5	49	0
Frame Build Begin	528	50	49	49	1148190720	1141309440	0
Frame Build Complete	528	50	49	49	66	61	0
Glyph Atlas Summary	528	50	49	49	60	1	70656
Layout Cache Summary	528	50	49	49	0	1	3936
Native Actual Presentation Latency	528	0	0	0	48583542	0	0
Native Display Link Target Latency	528	0	0	0	15250917	0	0
Native Event Handler Latency	528	0	0	0	62041	0	0
Native Frame Queue Latency	528	0	0	0	6898833	0	0
Native GPU Terminal Observed Latency	528	0	0	0	15293750	0	0
Native Presentation Callback Lag	528	0	0	0	222625	0	0
Native Presented Handler Latency	528	0	0	0	48806333	0	0
Native Submission Latency	528	0	0	0	68500	0	0
Native Target Presentation Latency	528	0	0	0	48584167	0	0
Native Terminal Record Latency	528	0	0	0	15294500	0	0
State Mutation Complete	528	0	49	49	1	1	50
Text Summary	528	50	49	49	2	1	1
Visible Layout Begin	528	50	49	49	0	0	0
Visible Layout Complete	528	50	49	49	1	0	0
Event Dispatch Begin	529	0	49	49	8	50	0
State Mutation Complete	529	0	49	49	0	0	50
Event Dispatch Begin	530	0	49	49	1	50	0
State Mutation Complete	530	0	49	49	0	0	50
Event Dispatch Begin	531	0	49	49	8	50	0
State Mutation Complete	531	0	49	49	0	0	50
Event Dispatch Begin	532	0	49	49	1	50	0
State Mutation Complete	532	0	49	49	0	0	50
Event Dispatch Begin	533	0	49	49	8	50	0
State Mutation Complete	533	0	49	49	0	0	50
Event Dispatch Begin	534	0	49	49	1	50	0
State Mutation Complete	534	0	49	49	0	0	50
Event Dispatch Begin	535	0	49	49	8	50	0
State Mutation Complete	535	0	49	49	0	0	50
Event Dispatch Begin	536	0	49	49	1	50	0
State Mutation Complete	536	0	49	49	0	0	50
Event Dispatch Begin	537	0	49	49	8	50	0
State Mutation Complete	537	0	49	49	0	0	50
Atlas Publication Begin	538	51	50	50	62	0	0
Atlas Publication Complete	538	51	50	50	0	0	0
Event Dispatch Begin	538	0	49	49	5	50	0
Frame Build Begin	538	51	50	50	1148190720	1141309440	0
Frame Build Complete	538	51	50	50	67	62	0
Glyph Atlas Summary	538	51	50	50	62	0	70656
Layout Cache Summary	538	51	50	50	0	1	4000
State Mutation Complete	538	0	50	50	1	1	51
Text Summary	538	51	50	50	2	0	1
Visible Layout Begin	538	51	50	50	0	0	0
Visible Layout Complete	538	51	50	50	1	0	0
Event Dispatch Begin	539	0	50	50	8	51	0
State Mutation Complete	539	0	50	50	0	0	51
Event Dispatch Begin	540	0	50	50	1	51	0
State Mutation Complete	540	0	50	50	0	0	51
Event Dispatch Begin	541	0	50	50	8	51	0
State Mutation Complete	541	0	50	50	0	0	51
Event Dispatch Begin	542	0	50	50	1	51	0
State Mutation Complete	542	0	50	50	0	0	51
Event Dispatch Begin	543	0	50	50	8	51	0
State Mutation Complete	543	0	50	50	0	0	51
Event Dispatch Begin	544	0	50	50	1	51	0
State Mutation Complete	544	0	50	50	0	0	51
Event Dispatch Begin	545	0	50	50	8	51	0
State Mutation Complete	545	0	50	50	0	0	51
Event Dispatch Begin	546	0	50	50	1	51	0
State Mutation Complete	546	0	50	50	0	0	51
Event Dispatch Begin	547	0	50	50	8	51	0
State Mutation Complete	547	0	50	50	0	0	51
Atlas Publication Begin	548	52	51	51	63	0	0
Atlas Publication Complete	548	52	51	51	0	0	0
Event Dispatch Begin	548	0	50	50	5	51	0
Frame Build Begin	548	52	51	51	1148190720	1141309440	0
Frame Build Complete	548	52	51	51	68	63	0
Glyph Atlas Summary	548	52	51	51	63	0	70656
Layout Cache Summary	548	52	51	51	0	1	4064
State Mutation Complete	548	0	51	51	1	1	52
Text Summary	548	52	51	51	2	0	1
Visible Layout Begin	548	52	51	51	0	0	0
Visible Layout Complete	548	52	51	51	1	0	0
Event Dispatch Begin	549	0	51	51	8	52	0
State Mutation Complete	549	0	51	51	0	0	52
Event Dispatch Begin	550	0	51	51	1	52	0
State Mutation Complete	550	0	51	51	0	0	52
Event Dispatch Begin	551	0	51	51	8	52	0
State Mutation Complete	551	0	51	51	0	0	52
Event Dispatch Begin	552	0	51	51	1	52	0
State Mutation Complete	552	0	51	51	0	0	52
Event Dispatch Begin	553	0	51	51	8	52	0
State Mutation Complete	553	0	51	51	0	0	52
Event Dispatch Begin	554	0	51	51	1	52	0
State Mutation Complete	554	0	51	51	0	0	52
Event Dispatch Begin	555	0	51	51	8	52	0
State Mutation Complete	555	0	51	51	0	0	52
Event Dispatch Begin	556	0	51	51	1	52	0
State Mutation Complete	556	0	51	51	0	0	52
Event Dispatch Begin	557	0	51	51	8	52	0
State Mutation Complete	557	0	51	51	0	0	52
Atlas Publication Begin	558	53	52	52	64	0	0
Atlas Publication Complete	558	53	52	52	2	6144	1
Event Dispatch Begin	558	0	51	51	5	52	0
Frame Build Begin	558	53	52	52	1148190720	1141309440	0
