stage	event	scene	document	buffer	a	b	c
State Mutation Complete	300	0	22	22	0	0	25
Event Dispatch Begin	301	0	22	22	1	25	0
State Mutation Complete	301	0	22	22	0	0	25
Event Dispatch Begin	302	0	22	22	8	25	0
State Mutation Complete	302	0	22	22	0	0	25
Event Dispatch Begin	303	0	22	22	1	25	0
State Mutation Complete	303	0	22	22	0	0	25
Event Dispatch Begin	304	0	22	22	8	25	0
State Mutation Complete	304	0	22	22	0	0	25
Event Dispatch Begin	305	0	22	22	1	25	0
State Mutation Complete	305	0	22	22	0	0	25
Event Dispatch Begin	306	0	22	22	8	25	0
State Mutation Complete	306	0	22	22	0	0	25
Event Dispatch Begin	307	0	22	22	1	25	0
State Mutation Complete	307	0	22	22	0	0	25
Event Dispatch Begin	308	0	22	22	8	25	0
State Mutation Complete	308	0	22	22	0	0	25
Atlas Publication Begin	309	29	23	23	97	0	0
Atlas Publication Complete	309	29	23	23	0	0	0
Event Dispatch Begin	309	0	22	22	5	25	0
Frame Build Begin	309	29	23	23	1148190720	1141309440	0
Frame Build Complete	309	29	23	23	103	97	0
Glyph Atlas Summary	309	29	23	23	109	0	75264
Layout Cache Summary	309	29	23	23	4	1	4160
Native Actual Presentation Latency	309	0	0	0	43242208	0	0
Native Display Link Target Latency	309	0	0	0	9909375	0	0
Native Event Handler Latency	309	0	0	0	292958	0	0
Native Frame Queue Latency	309	0	0	0	1345584	0	0
Native GPU Terminal Observed Latency	309	0	0	0	10081208	0	0
Native Presentation Callback Lag	309	0	0	0	216958	0	0
Native Presented Handler Latency	309	0	0	0	43459542	0	0
Native Submission Latency	309	0	0	0	114208	0	0
Native Target Presentation Latency	309	0	0	0	43242625	0	0
Native Terminal Record Latency	309	0	0	0	18340125	0	0
State Mutation Complete	309	0	23	23	1	1	26
Text Summary	309	29	23	23	3	0	1
Visible Layout Begin	309	29	23	23	0	0	0
Visible Layout Complete	309	29	23	23	5	0	0
Event Dispatch Begin	310	0	23	23	8	26	0
State Mutation Complete	310	0	23	23	0	0	26
Event Dispatch Begin	311	0	23	23	1	26	0
State Mutation Complete	311	0	23	23	0	0	26
Event Dispatch Begin	312	0	23	23	8	26	0
State Mutation Complete	312	0	23	23	0	0	26
Event Dispatch Begin	313	0	23	23	1	26	0
State Mutation Complete	313	0	23	23	0	0	26
Event Dispatch Begin	314	0	23	23	8	26	0
State Mutation Complete	314	0	23	23	0	0	26
Event Dispatch Begin	315	0	23	23	1	26	0
State Mutation Complete	315	0	23	23	0	0	26
Event Dispatch Begin	316	0	23	23	8	26	0
State Mutation Complete	316	0	23	23	0	0	26
Atlas Publication Begin	317	30	24	24	97	0	0
Atlas Publication Complete	317	30	24	24	0	0	0
Event Dispatch Begin	317	0	23	23	1	26	0
Frame Build Begin	317	30	24	24	1148190720	1141309440	0
Frame Build Complete	317	30	24	24	103	97	0
Glyph Atlas Summary	317	30	24	24	109	0	75264
Layout Cache Summary	317	30	24	24	5	1	3488
Native Actual Presentation Latency	317	0	0	0	42678958	0	0
Native Display Link Target Latency	317	0	0	0	9346292	0	0
Native Event Handler Latency	317	0	0	0	332041	0	0
Native Frame Queue Latency	317	0	0	0	1044375	0	0
Native GPU Terminal Observed Latency	317	0	0	0	9660750	0	0
Native Presentation Callback Lag	317	0	0	0	282750	0	0
Native Presented Handler Latency	317	0	0	0	42962041	0	0
Native Submission Latency	317	0	0	0	214958	0	0
Native Target Presentation Latency	317	0	0	0	42679542	0	0
Native Terminal Record Latency	317	0	0	0	9661708	0	0
State Mutation Complete	317	0	24	24	1	1	27
Text Summary	317	30	24	24	3	0	1
Visible Layout Begin	317	30	24	24	0	0	0
Visible Layout Complete	317	30	24	24	6	0	0
Event Dispatch Begin	318	0	24	24	8	27	0
State Mutation Complete	318	0	24	24	0	0	27
Event Dispatch Begin	319	0	24	24	1	27	0
State Mutation Complete	319	0	24	24	0	0	27
Event Dispatch Begin	320	0	24	24	8	27	0
State Mutation Complete	320	0	24	24	0	0	27
Event Dispatch Begin	321	0	24	24	1	27	0
State Mutation Complete	321	0	24	24	0	0	27
Event Dispatch Begin	322	0	24	24	8	27	0
State Mutation Complete	322	0	24	24	0	0	27
Event Dispatch Begin	323	0	24	24	1	27	0
State Mutation Complete	323	0	24	24	0	0	27
Event Dispatch Begin	324	0	24	24	8	27	0
State Mutation Complete	324	0	24	24	0	0	27
Event Dispatch Begin	325	0	24	24	1	27	0
State Mutation Complete	325	0	24	24	0	0	27
Event Dispatch Begin	326	0	24	24	8	27	0
State Mutation Complete	326	0	24	24	0	0	27
Atlas Publication Begin	327	31	25	25	98	0	0
Atlas Publication Complete	327	31	25	25	0	0	0
Event Dispatch Begin	327	0	24	24	5	27	0
Frame Build Begin	327	31	25	25	1148190720	1141309440	0
Frame Build Complete	327	31	25	25	104	98	0
Glyph Atlas Summary	327	31	25	25	110	0	75264
Layout Cache Summary	327	31	25	25	5	1	3520
Native Actual Presentation Latency	327	0	0	0	50096583	0	0
Native Display Link Target Latency	327	0	0	0	16763958	0	0
Native Event Handler Latency	327	0	0	0	163167	0	0
Native Frame Queue Latency	327	0	0	0	8393834	0	0
Native GPU Terminal Observed Latency	327	0	0	0	16914750	0	0
Native Presentation Callback Lag	327	0	0	0	231708	0	0
Native Presented Handler Latency	327	0	0	0	50328458	0	0
Native Submission Latency	327	0	0	0	188333	0	0
Native Target Presentation Latency	327	0	0	0	50097208	0	0
Native Terminal Record Latency	327	0	0	0	16917625	0	0
State Mutation Complete	327	0	25	25	1	1	28
Text Summary	327	31	25	25	3	0	1
Visible Layout Begin	327	31	25	25	0	0	0
Visible Layout Complete	327	31	25	25	6	0	0
Event Dispatch Begin	328	0	25	25	8	28	0
State Mutation Complete	328	0	25	25	0	0	28
Event Dispatch Begin	329	0	25	25	1	28	0
State Mutation Complete	329	0	25	25	0	0	28
Event Dispatch Begin	330	0	25	25	8	28	0
State Mutation Complete	330	0	25	25	0	0	28
Event Dispatch Begin	331	0	25	25	1	28	0
State Mutation Complete	331	0	25	25	0	0	28
Event Dispatch Begin	332	0	25	25	8	28	0
State Mutation Complete	332	0	25	25	0	0	28
Event Dispatch Begin	333	0	25	25	1	28	0
State Mutation Complete	333	0	25	25	0	0	28
Event Dispatch Begin	334	0	25	25	8	28	0
State Mutation Complete	334	0	25	25	0	0	28
Event Dispatch Begin	335	0	25	25	1	28	0
State Mutation Complete	335	0	25	25	0	0	28
Event Dispatch Begin	336	0	25	25	8	28	0
State Mutation Complete	336	0	25	25	0	0	28
Atlas Publication Begin	337	32	26	26	99	0	0
Atlas Publication Complete	337	32	26	26	0	0	0
Event Dispatch Begin	337	0	25	25	5	28	0
Frame Build Begin	337	32	26	26	1148190720	1141309440	0
Frame Build Complete	337	32	26	26	105	99	0
Glyph Atlas Summary	337	32	26	26	111	0	75264
Layout Cache Summary	337	32	26	26	5	1	3584
State Mutation Complete	337	0	26	26	1	1	29
Text Summary	337	32	26	26	3	0	1
Visible Layout Begin	337	32	26	26	0	0	0
Visible Layout Complete	337	32	26	26	6	0	0
Event Dispatch Begin	338	0	26	26	8	29	0
State Mutation Complete	338	0	26	26	0	0	29
Event Dispatch Begin	339	0	26	26	1	29	0
State Mutation Complete	339	0	26	26	0	0	29
Event Dispatch Begin	340	0	26	26	8	29	0
State Mutation Complete	340	0	26	26	0	0	29
Event Dispatch Begin	341	0	26	26	1	29	0
State Mutation Complete	341	0	26	26	0	0	29
Event Dispatch Begin	342	0	26	26	8	29	0
State Mutation Complete	342	0	26	26	0	0	29
Event Dispatch Begin	343	0	26	26	1	29	0
State Mutation Complete	343	0	26	26	0	0	29
Event Dispatch Begin	344	0	26	26	8	29	0
State Mutation Complete	344	0	26	26	0	0	29
Event Dispatch Begin	345	0	26	26	1	29	0
State Mutation Complete	345	0	26	26	0	0	29
Event Dispatch Begin	346	0	26	26	8	29	0
State Mutation Complete	346	0	26	26	0	0	29
Atlas Publication Begin	347	33	27	27	100	0	0
Atlas Publication Complete	347	33	27	27	0	0	0
Event Dispatch Begin	347	0	26	26	5	29	0
Frame Build Begin	347	33	27	27	1148190720	1141309440	0
Frame Build Complete	347	33	27	27	106	100	0
Glyph Atlas Summary	347	33	27	27	112	0	75264
Layout Cache Summary	347	33	27	27	5	1	3648
State Mutation Complete	347	0	27	27	1	1	30
Text Summary	347	33	27	27	3	0	1
Visible Layout Begin	347	33	27	27	0	0	0
Visible Layout Complete	347	33	27	27	6	0	0
Event Dispatch Begin	348	0	27	27	8	30	0
State Mutation Complete	348	0	27	27	0	0	30
Event Dispatch Begin	349	0	27	27	1	30	0
State Mutation Complete	349	0	27	27	0	0	30
Event Dispatch Begin	350	0	27	27	8	30	0
State Mutation Complete	350	0	27	27	0	0	30
Event Dispatch Begin	351	0	27	27	1	30	0
State Mutation Complete	351	0	27	27	0	0	30
Event Dispatch Begin	352	0	27	27	8	30	0
State Mutation Complete	352	0	27	27	0	0	30
Event Dispatch Begin	353	0	27	27	1	30	0
State Mutation Complete	353	0	27	27	0	0	30
Event Dispatch Begin	354	0	27	27	8	30	0
State Mutation Complete	354	0	27	27	0	0	30
Event Dispatch Begin	355	0	27	27	1	30	0
State Mutation Complete	355	0	27	27	0	0	30
Event Dispatch Begin	356	0	27	27	8	30	0
State Mutation Complete	356	0	27	27	0	0	30
Atlas Publication Begin	357	34	28	28	101	0	0
Atlas Publication Complete	357	34	28	28	0	0	0
Event Dispatch Begin	357	0	27	27	5	30	0
Frame Build Begin	357	34	28	28	1148190720	1141309440	0
Frame Build Complete	357	34	28	28	107	101	0
Glyph Atlas Summary	357	34	28	28	113	0	75264
Layout Cache Summary	357	34	28	28	5	1	3712
Native Actual Presentation Latency	357	0	0	0	45940083	0	0
Native Display Link Target Latency	357	0	0	0	12607458	0	0
Native Event Handler Latency	357	0	0	0	135834	0	0
Native Frame Queue Latency	357	0	0	0	4268709	0	0
Native GPU Terminal Observed Latency	357	0	0	0	12758500	0	0
Native Presentation Callback Lag	357	0	0	0	197042	0	0
Native Presented Handler Latency	357	0	0	0	46137292	0	0
Native Submission Latency	357	0	0	0	191500	0	0
Native Target Presentation Latency	357	0	0	0	45940708	0	0
Native Terminal Record Latency	357	0	0	0	12762834	0	0
State Mutation Complete	357	0	28	28	1	1	31
Text Summary	357	34	28	28	3	0	1
Visible Layout Begin	357	34	28	28	0	0	0
Visible Layout Complete	357	34	28	28	6	0	0
Event Dispatch Begin	358	0	28	28	8	31	0
State Mutation Complete	358	0	28	28	0	0	31
Event Dispatch Begin	359	0	28	28	1	31	0
State Mutation Complete	359	0	28	28	0	0	31
Event Dispatch Begin	360	0	28	28	8	31	0
State Mutation Complete	360	0	28	28	0	0	31
Event Dispatch Begin	361	0	28	28	1	31	0
State Mutation Complete	361	0	28	28	0	0	31
Event Dispatch Begin	362	0	28	28	8	31	0
State Mutation Complete	362	0	28	28	0	0	31
Event Dispatch Begin	363	0	28	28	1	31	0
State Mutation Complete	363	0	28	28	0	0	31
Event Dispatch Begin	364	0	28	28	8	31	0
State Mutation Complete	364	0	28	28	0	0	31
Event Dispatch Begin	365	0	28	28	1	31	0
State Mutation Complete	365	0	28	28	0	0	31
Event Dispatch Begin	366	0	28	28	8	31	0
State Mutation Complete	366	0	28	28	0	0	31
Atlas Publication Begin	367	35	29	29	102	0	0
Atlas Publication Complete	367	35	29	29	0	0	0
Event Dispatch Begin	367	0	28	28	5	31	0
Frame Build Begin	367	35	29	29	1148190720	1141309440	0
Frame Build Complete	367	35	29	29	108	102	0
Glyph Atlas Summary	367	35	29	29	114	0	75264
Layout Cache Summary	367	35	29	29	5	1	3776
State Mutation Complete	367	0	29	29	1	1	32
Text Summary	367	35	29	29	3	0	1
Visible Layout Begin	367	35	29	29	0	0	0
Visible Layout Complete	367	35	29	29	6	0	0
Event Dispatch Begin	368	0	29	29	8	32	0
State Mutation Complete	368	0	29	29	0	0	32
Event Dispatch Begin	369	0	29	29	1	32	0
State Mutation Complete	369	0	29	29	0	0	32
Event Dispatch Begin	370	0	29	29	8	32	0
State Mutation Complete	370	0	29	29	0	0	32
Event Dispatch Begin	371	0	29	29	1	32	0
State Mutation Complete	371	0	29	29	0	0	32
Event Dispatch Begin	372	0	29	29	8	32	0
State Mutation Complete	372	0	29	29	0	0	32
Event Dispatch Begin	373	0	29	29	1	32	0
State Mutation Complete	373	0	29	29	0	0	32
Event Dispatch Begin	374	0	29	29	8	32	0
State Mutation Complete	374	0	29	29	0	0	32
Event Dispatch Begin	375	0	29	29	1	32	0
State Mutation Complete	375	0	29	29	0	0	32
Event Dispatch Begin	376	0	29	29	8	32	0
State Mutation Complete	376	0	29	29	0	0	32
Atlas Publication Begin	377	36	30	30	103	0	0
Atlas Publication Complete	377	36	30	30	0	0	0
Event Dispatch Begin	377	0	29	29	5	32	0
Frame Build Begin	377	36	30	30	1148190720	1141309440	0
Frame Build Complete	377	36	30	30	109	103	0
Glyph Atlas Summary	377	36	30	30	115	0	75264
Layout Cache Summary	377	36	30	30	5	1	3840
State Mutation Complete	377	0	30	30	1	1	33
Text Summary	377	36	30	30	3	0	1
Visible Layout Begin	377	36	30	30	0	0	0
Visible Layout Complete	377	36	30	30	6	0	0
Event Dispatch Begin	378	0	30	30	8	33	0
State Mutation Complete	378	0	30	30	0	0	33
Event Dispatch Begin	379	0	30	30	1	33	0
State Mutation Complete	379	0	30	30	0	0	33
Event Dispatch Begin	380	0	30	30	8	33	0
State Mutation Complete	380	0	30	30	0	0	33
Event Dispatch Begin	381	0	30	30	1	33	0
State Mutation Complete	381	0	30	30	0	0	33
Event Dispatch Begin	382	0	30	30	8	33	0
State Mutation Complete	382	0	30	30	0	0	33
Event Dispatch Begin	383	0	30	30	1	33	0
State Mutation Complete	383	0	30	30	0	0	33
Event Dispatch Begin	384	0	30	30	8	33	0
State Mutation Complete	384	0	30	30	0	0	33
Event Dispatch Begin	385	0	30	30	1	33	0
State Mutation Complete	385	0	30	30	0	0	33
Event Dispatch Begin	386	0	30	30	8	33	0
State Mutation Complete	386	0	30	30	0	0	33
Atlas Publication Begin	387	37	31	31	104	0	0
Atlas Publication Complete	387	37	31	31	0	0	0
Event Dispatch Begin	387	0	30	30	5	33	0
Frame Build Begin	387	37	31	31	1148190720	1141309440	0
Frame Build Complete	387	37	31	31	110	104	0
Glyph Atlas Summary	387	37	31	31	116	0	75264
Layout Cache Summary	387	37	31	31	5	1	3904
State Mutation Complete	387	0	31	31	1	1	34
Text Summary	387	37	31	31	3	0	1
Visible Layout Begin	387	37	31	31	0	0	0
Visible Layout Complete	387	37	31	31	6	0	0
Event Dispatch Begin	388	0	31	31	8	34	0
State Mutation Complete	388	0	31	31	0	0	34
Event Dispatch Begin	389	0	31	31	1	34	0
State Mutation Complete	389	0	31	31	0	0	34
Event Dispatch Begin	390	0	31	31	8	34	0
State Mutation Complete	390	0	31	31	0	0	34
Event Dispatch Begin	391	0	31	31	1	34	0
State Mutation Complete	391	0	31	31	0	0	34
Event Dispatch Begin	392	0	31	31	8	34	0
State Mutation Complete	392	0	31	31	0	0	34
Event Dispatch Begin	393	0	31	31	1	34	0
State Mutation Complete	393	0	31	31	0	0	34
Event Dispatch Begin	394	0	31	31	8	34	0
State Mutation Complete	394	0	31	31	0	0	34
Event Dispatch Begin	395	0	31	31	1	34	0
State Mutation Complete	395	0	31	31	0	0	34
Event Dispatch Begin	396	0	31	31	8	34	0
State Mutation Complete	396	0	31	31	0	0	34
Atlas Publication Begin	397	38	32	32	105	0	0
Atlas Publication Complete	397	38	32	32	0	0	0
Event Dispatch Begin	397	0	31	31	5	34	0
Frame Build Begin	397	38	32	32	1148190720	1141309440	0
Frame Build Complete	397	38	32	32	111	105	0
Glyph Atlas Summary	397	38	32	32	117	0	75264
Layout Cache Summary	397	38	32	32	5	1	3968
State Mutation Complete	397	0	32	32	1	1	35
Text Summary	397	38	32	32	3	0	1
Visible Layout Begin	397	38	32	32	0	0	0
Visible Layout Complete	397	38	32	32	6	0	0
Event Dispatch Begin	398	0	32	32	8	35	0
State Mutation Complete	398	0	32	32	0	0	35
Event Dispatch Begin	399	0	32	32	1	35	0
State Mutation Complete	399	0	32	32	0	0	35
Event Dispatch Begin	400	0	32	32	8	35	0
State Mutation Complete	400	0	32	32	0	0	35
Event Dispatch Begin	401	0	32	32	1	35	0
State Mutation Complete	401	0	32	32	0	0	35
Event Dispatch Begin	402	0	32	32	8	35	0
State Mutation Complete	402	0	32	32	0	0	35
Event Dispatch Begin	403	0	32	32	1	35	0
State Mutation Complete	403	0	32	32	0	0	35
Event Dispatch Begin	404	0	32	32	8	35	0
State Mutation Complete	404	0	32	32	0	0	35
Event Dispatch Begin	405	0	32	32	1	35	0
State Mutation Complete	405	0	32	32	0	0	35
Event Dispatch Begin	406	0	32	32	8	35	0
State Mutation Complete	406	0	32	32	0	0	35
Atlas Publication Begin	407	39	33	33	106	0	0
Atlas Publication Complete	407	39	33	33	0	0	0
Event Dispatch Begin	407	0	32	32	5	35	0
Frame Build Begin	407	39	33	33	1148190720	1141309440	0
Frame Build Complete	407	39	33	33	112	106	0
Glyph Atlas Summary	407	39	33	33	118	0	75264
Layout Cache Summary	407	39	33	33	5	1	4032
Native Actual Presentation Latency	407	0	0	0	45282917	0	0
Native Display Link Target Latency	407	0	0	0	11950417	0	0
Native Event Handler Latency	407	0	0	0	117500	0	0
Native Frame Queue Latency	407	0	0	0	3593875	0	0
Native GPU Terminal Observed Latency	407	0	0	0	12042375	0	0
Native Presentation Callback Lag	407	0	0	0	182125	0	0
Native Presented Handler Latency	407	0	0	0	45465208	0	0
Native Submission Latency	407	0	0	0	196625	0	0
Native Target Presentation Latency	407	0	0	0	45283667	0	0
Native Terminal Record Latency	407	0	0	0	12045000	0	0
State Mutation Complete	407	0	33	33	1	1	36
Text Summary	407	39	33	33	3	0	1
Visible Layout Begin	407	39	33	33	0	0	0
Visible Layout Complete	407	39	33	33	6	0	0
Event Dispatch Begin	408	0	33	33	8	36	0
State Mutation Complete	408	0	33	33	0	0	36
Event Dispatch Begin	409	0	33	33	1	36	0
State Mutation Complete	409	0	33	33	0	0	36
Event Dispatch Begin	410	0	33	33	8	36	0
State Mutation Complete	410	0	33	33	0	0	36
Event Dispatch Begin	411	0	33	33	1	36	0
State Mutation Complete	411	0	33	33	0	0	36
Event Dispatch Begin	412	0	33	33	8	36	0
State Mutation Complete	412	0	33	33	0	0	36
Event Dispatch Begin	413	0	33	33	1	36	0
State Mutation Complete	413	0	33	33	0	0	36
Event Dispatch Begin	414	0	33	33	8	36	0
State Mutation Complete	414	0	33	33	0	0	36
Event Dispatch Begin	415	0	33	33	1	36	0
State Mutation Complete	415	0	33	33	0	0	36
Event Dispatch Begin	416	0	33	33	8	36	0
State Mutation Complete	416	0	33	33	0	0	36
Atlas Publication Begin	417	40	34	34	107	0	0
Atlas Publication Complete	417	40	34	34	2	7680	1
Event Dispatch Begin	417	0	33	33	5	36	0
Frame Build Begin	417	40	34	34	1148190720	1141309440	0
Frame Build Complete	417	40	34	34	113	107	0
Glyph Atlas Summary	417	40	34	34	118	1	75264
Layout Cache Summary	417	40	34	34	5	1	4096
State Mutation Complete	417	0	34	34	1	1	37
Text Summary	417	40	34	34	3	1	1
Visible Layout Begin	417	40	34	34	0	0	0
Visible Layout Complete	417	40	34	34	6	0	0
Event Dispatch Begin	418	0	34	34	8	37	0
State Mutation Complete	418	0	34	34	0	0	37
Event Dispatch Begin	419	0	34	34	1	37	0
State Mutation Complete	419	0	34	34	0	0	37
Event Dispatch Begin	420	0	34	34	8	37	0
State Mutation Complete	420	0	34	34	0	0	37
Event Dispatch Begin	421	0	34	34	1	37	0
State Mutation Complete	421	0	34	34	0	0	37
Event Dispatch Begin	422	0	34	34	8	37	0
State Mutation Complete	422	0	34	34	0	0	37
Event Dispatch Begin	423	0	34	34	1	37	0
State Mutation Complete	423	0	34	34	0	0	37
Event Dispatch Begin	424	0	34	34	8	37	0
State Mutation Complete	424	0	34	34	0	0	37
Event Dispatch Begin	425	0	34	34	1	37	0
State Mutation Complete	425	0	34	34	0	0	37
Event Dispatch Begin	426	0	34	34	8	37	0
State Mutation Complete	426	0	34	34	0	0	37
Atlas Publication Begin	427	41	35	35	108	0	0
Atlas Publication Complete	427	41	35	35	2	5888	1
Event Dispatch Begin	427	0	34	34	5	37	0
Frame Build Begin	427	41	35	35	1148190720	1141309440	0
Frame Build Complete	427	41	35	35	114	108	0
Glyph Atlas Summary	427	41	35	35	119	1	75264
Layout Cache Summary	427	41	35	35	5	1	4160
State Mutation Complete	427	0	35	35	1	1	38
Text Summary	427	41	35	35	3	1	1
Visible Layout Begin	427	41	35	35	0	0	0
Visible Layout Complete	427	41	35	35	6	0	0
Event Dispatch Begin	428	0	35	35	8	38	0
State Mutation Complete	428	0	35	35	0	0	38
Event Dispatch Begin	429	0	35	35	1	38	0
State Mutation Complete	429	0	35	35	0	0	38
Event Dispatch Begin	430	0	35	35	8	38	0
State Mutation Complete	430	0	35	35	0	0	38
Event Dispatch Begin	431	0	35	35	1	38	0
State Mutation Complete	431	0	35	35	0	0	38
Event Dispatch Begin	432	0	35	35	8	38	0
State Mutation Complete	432	0	35	35	0	0	38
Event Dispatch Begin	433	0	35	35	1	38	0
State Mutation Complete	433	0	35	35	0	0	38
Event Dispatch Begin	434	0	35	35	8	38	0
State Mutation Complete	434	0	35	35	0	0	38
Event Dispatch Begin	435	0	35	35	1	38	0
State Mutation Complete	435	0	35	35	0	0	38
Event Dispatch Begin	436	0	35	35	8	38	0
State Mutation Complete	436	0	35	35	0	0	38
Atlas Publication Begin	437	42	36	36	109	0	0
Atlas Publication Complete	437	42	36	36	0	0	0
Event Dispatch Begin	437	0	35	35	5	38	0
Frame Build Begin	437	42	36	36	1148190720	1141309440	0
Frame Build Complete	437	42	36	36	115	109	0
Glyph Atlas Summary	437	42	36	36	121	0	75264
Layout Cache Summary	437	42	36	36	5	1	4224
Native Actual Presentation Latency	437	0	0	0	45323250	0	0
Native Display Link Target Latency	437	0	0	0	11990750	0	0
Native Event Handler Latency	437	0	0	0	219167	0	0
Native Frame Queue Latency	437	0	0	0	3540000	0	0
Native GPU Terminal Observed Latency	437	0	0	0	12105500	0	0
Native Presentation Callback Lag	437	0	0	0	180208	0	0
Native Presented Handler Latency	437	0	0	0	45503542	0	0
Native Submission Latency	437	0	0	0	258375	0	0
Native Target Presentation Latency	437	0	0	0	45324000	0	0
Native Terminal Record Latency	437	0	0	0	12106833	0	0
State Mutation Complete	437	0	36	36	1	1	39
Text Summary	437	42	36	36	3	0	1
Visible Layout Begin	437	42	36	36	0	0	0
Visible Layout Complete	437	42	36	36	6	0	0
Event Dispatch Begin	438	0	36	36	8	39	0
State Mutation Complete	438	0	36	36	0	0	39
Event Dispatch Begin	439	0	36	36	1	39	0
State Mutation Complete	439	0	36	36	0	0	39
Event Dispatch Begin	440	0	36	36	8	39	0
State Mutation Complete	440	0	36	36	0	0	39
Event Dispatch Begin	441	0	36	36	1	39	0
State Mutation Complete	441	0	36	36	0	0	39
Event Dispatch Begin	442	0	36	36	8	39	0
State Mutation Complete	442	0	36	36	0	0	39
Event Dispatch Begin	443	0	36	36	1	39	0
State Mutation Complete	443	0	36	36	0	0	39
Event Dispatch Begin	444	0	36	36	8	39	0
State Mutation Complete	444	0	36	36	0	0	39
Event Dispatch Begin	445	0	36	36	1	39	0
State Mutation Complete	445	0	36	36	0	0	39
Event Dispatch Begin	446	0	36	36	8	39	0
State Mutation Complete	446	0	36	36	0	0	39
Atlas Publication Begin	447	43	37	37	110	0	0
Atlas Publication Complete	447	43	37	37	0	0	0
Event Dispatch Begin	447	0	36	36	5	39	0
Frame Build Begin	447	43	37	37	1148190720	1141309440	0
Frame Build Complete	447	43	37	37	116	110	0
Glyph Atlas Summary	447	43	37	37	122	0	75264
Layout Cache Summary	447	43	37	37	5	1	4288
State Mutation Complete	447	0	37	37	1	1	40
Text Summary	447	43	37	37	3	0	1
Visible Layout Begin	447	43	37	37	0	0	0
Visible Layout Complete	447	43	37	37	6	0	0
Event Dispatch Begin	448	0	37	37	8	40	0
State Mutation Complete	448	0	37	37	0	0	40
Event Dispatch Begin	449	0	37	37	1	40	0
State Mutation Complete	449	0	37	37	0	0	40
Event Dispatch Begin	450	0	37	37	8	40	0
State Mutation Complete	450	0	37	37	0	0	40
Event Dispatch Begin	451	0	37	37	1	40	0
State Mutation Complete	451	0	37	37	0	0	40
Event Dispatch Begin	452	0	37	37	8	40	0
State Mutation Complete	452	0	37	37	0	0	40
Event Dispatch Begin	453	0	37	37	1	40	0
State Mutation Complete	453	0	37	37	0	0	40
Event Dispatch Begin	454	0	37	37	8	40	0
State Mutation Complete	454	0	37	37	0	0	40
Event Dispatch Begin	455	0	37	37	1	40	0
State Mutation Complete	455	0	37	37	0	0	40
Event Dispatch Begin	456	0	37	37	8	40	0
State Mutation Complete	456	0	37	37	0	0	40
Atlas Publication Begin	457	44	38	38	111	0	0
Atlas Publication Complete	457	44	38	38	0	0	0
Event Dispatch Begin	457	0	37	37	5	40	0
Frame Build Begin	457	44	38	38	1148190720	1141309440	0
Frame Build Complete	457	44	38	38	117	111	0
Glyph Atlas Summary	457	44	38	38	123	0	75264
Layout Cache Summary	457	44	38	38	5	1	4352
State Mutation Complete	457	0	38	38	1	1	41
Text Summary	457	44	38	38	3	0	1
Visible Layout Begin	457	44	38	38	0	0	0
Visible Layout Complete	457	44	38	38	6	0	0
Event Dispatch Begin	458	0	38	38	8	41	0
State Mutation Complete	458	0	38	38	0	0	41
Event Dispatch Begin	459	0	38	38	1	41	0
State Mutation Complete	459	0	38	38	0	0	41
Event Dispatch Begin	460	0	38	38	8	41	0
State Mutation Complete	460	0	38	38	0	0	41
Event Dispatch Begin	461	0	38	38	1	41	0
State Mutation Complete	461	0	38	38	0	0	41
Event Dispatch Begin	462	0	38	38	8	41	0
State Mutation Complete	462	0	38	38	0	0	41
Event Dispatch Begin	463	0	38	38	1	41	0
State Mutation Complete	463	0	38	38	0	0	41
Event Dispatch Begin	464	0	38	38	8	41	0
State Mutation Complete	464	0	38	38	0	0	41
Event Dispatch Begin	465	0	38	38	1	41	0
State Mutation Complete	465	0	38	38	0	0	41
Event Dispatch Begin	466	0	38	38	8	41	0
State Mutation Complete	466	0	38	38	0	0	41
Atlas Publication Begin	467	45	39	39	112	0	0
Atlas Publication Complete	467	45	39	39	0	0	0
Event Dispatch Begin	467	0	38	38	5	41	0
Frame Build Begin	467	45	39	39	1148190720	1141309440	0
Frame Build Complete	467	45	39	39	118	112	0
Glyph Atlas Summary	467	45	39	39	124	0	75264
Layout Cache Summary	467	45	39	39	5	1	4416
Native Actual Presentation Latency	467	0	0	0	45680542	0	0
Native Display Link Target Latency	467	0	0	0	12348125	0	0
Native Event Handler Latency	467	0	0	0	177166	0	0
Native Frame Queue Latency	467	0	0	0	3919667	0	0
Native GPU Terminal Observed Latency	467	0	0	0	12423791	0	0
Native Presentation Callback Lag	467	0	0	0	186583	0	0
Native Presented Handler Latency	467	0	0	0	45867333	0	0
Native Submission Latency	467	0	0	0	168083	0	0
Native Target Presentation Latency	467	0	0	0	45681375	0	0
Native Terminal Record Latency	467	0	0	0	12424875	0	0
State Mutation Complete	467	0	39	39	1	1	42
Text Summary	467	45	39	39	3	0	1
Visible Layout Begin	467	45	39	39	0	0	0
Visible Layout Complete	467	45	39	39	6	0	0
Event Dispatch Begin	468	0	39	39	8	42	0
State Mutation Complete	468	0	39	39	0	0	42
Event Dispatch Begin	469	0	39	39	1	42	0
State Mutation Complete	469	0	39	39	0	0	42
Event Dispatch Begin	470	0	39	39	8	42	0
State Mutation Complete	470	0	39	39	0	0	42
Event Dispatch Begin	471	0	39	39	1	42	0
State Mutation Complete	471	0	39	39	0	0	42
